id,SSID,MAC,RSSI,Time,Location
2813,eduroam,36:3f:1b:e2:65:79,-47,2025-04-10 17:11:30,hall_5130_2_1n
2814,DGU-WIFI,26:3f:1b:e2:65:79,-48,2025-04-10 17:11:30,hall_5130_2_1n
2815,DGU-IoT,22:3f:1b:e2:65:79,-48,2025-04-10 17:11:30,hall_5130_2_1n
2816,DIRECT-5A-HP Color LJ 4303,e2:73:e7:80:67:5a,-50,2025-04-10 17:11:30,hall_5130_2_1n
2817,DGU-GUEST,2a:3f:0b:59:2e:74,-50,2025-04-10 17:11:30,hall_5130_2_1n
2818,DGU-WIFI,26:3f:0b:59:2e:74,-50,2025-04-10 17:11:30,hall_5130_2_1n
2819,DGU-IoT,22:3f:0b:59:2e:74,-50,2025-04-10 17:11:30,hall_5130_2_1n
2820,eduroam,36:3f:0b:59:2e:74,-50,2025-04-10 17:11:30,hall_5130_2_1n
2821,DGU-WIFI,26:3f:1b:59:2e:74,-52,2025-04-10 17:11:30,hall_5130_2_1n
2822,DGU-IoT,22:3f:1b:59:2e:74,-52,2025-04-10 17:11:30,hall_5130_2_1n
2823,eduroam,36:3f:1b:59:2e:74,-52,2025-04-10 17:11:30,hall_5130_2_1n
2824,DGU-GUEST,2a:3f:1b:59:2e:74,-53,2025-04-10 17:11:30,hall_5130_2_1n
2825,CNWLab_5G,70:5d:cc:39:67:e4,-54,2025-04-10 17:11:30,hall_5130_2_1n
2826,SVM5132,70:5d:cc:1d:b2:a8,-56,2025-04-10 17:11:30,hall_5130_2_1n
2827,DIRECT-TCC48x Series,86:25:19:a0:cb:e8,-59,2025-04-10 17:11:30,hall_5130_2_1n
2828,HRILAB,58:86:94:16:4a:a8,-60,2025-04-10 17:11:30,hall_5130_2_1n
2829,HRILAB5G,5a:86:94:46:4a:a8,-66,2025-04-10 17:11:30,hall_5130_2_1n
2830,kwon,58:86:94:16:3d:88,-66,2025-04-10 17:11:30,hall_5130_2_1n
2831,CSDC_5157_5G,3c:7c:3f:3e:1f:cc,-67,2025-04-10 17:11:30,hall_5130_2_1n
2832,MME-5159,00:11:32:7c:45:c8,-67,2025-04-10 17:11:30,hall_5130_2_1n
2833,CSDC2_5157_5G,58:86:94:ea:f7:4c,-68,2025-04-10 17:11:30,hall_5130_2_1n
2834,DGU-WIFI,26:3f:0b:e2:67:10,-68,2025-04-10 17:11:30,hall_5130_2_1n
2835,DGU-IoT,22:3f:0b:e2:67:10,-68,2025-04-10 17:11:30,hall_5130_2_1n
2836,eduroam,36:3f:0b:e2:67:10,-68,2025-04-10 17:11:30,hall_5130_2_1n
2837,CSDC_5157,3c:7c:3f:3e:1f:c8,-69,2025-04-10 17:11:30,hall_5130_2_1n
2838,MME-5159,00:11:32:7c:45:c9,-70,2025-04-10 17:11:30,hall_5130_2_1n
2839,DGU-WIFI,26:3f:0b:59:2e:7f,-70,2025-04-10 17:11:30,hall_5130_2_1n
2840,DGU-GUEST,2a:3f:0b:59:2e:7f,-70,2025-04-10 17:11:30,hall_5130_2_1n
2841,,16:11:32:7c:45:c9,-70,2025-04-10 17:11:30,hall_5130_2_1n
2842,eduroam,36:3f:0b:e2:63:60,-70,2025-04-10 17:11:30,hall_5130_2_1n
2843,DGU-IoT,22:3f:0b:e2:63:60,-70,2025-04-10 17:11:30,hall_5130_2_1n
2844,DGU-GUEST,2a:3f:1b:e2:67:10,-72,2025-04-10 17:11:30,hall_5130_2_1n
2845,DGU-WIFI,26:3f:1b:e2:67:10,-72,2025-04-10 17:11:30,hall_5130_2_1n
2846,,12:3f:1b:59:2d:a3,-72,2025-04-10 17:11:30,hall_5130_2_1n
2847,eduroam,36:3f:1b:59:2d:a3,-72,2025-04-10 17:11:30,hall_5130_2_1n
2848,DGU-GUEST,2a:3f:1b:59:2d:a3,-72,2025-04-10 17:11:30,hall_5130_2_1n
2849,,12:3f:0b:59:2d:a4,-72,2025-04-10 17:11:30,hall_5130_2_1n
2850,DGU-IoT,22:3f:1b:e2:67:10,-73,2025-04-10 17:11:30,hall_5130_2_1n
2851,eduroam,36:3f:1b:e2:67:10,-73,2025-04-10 17:11:30,hall_5130_2_1n
2852,,2e:3f:1b:59:2d:a3,-73,2025-04-10 17:11:30,hall_5130_2_1n
2853,DGU-WIFI,26:3f:1b:59:2d:a3,-73,2025-04-10 17:11:30,hall_5130_2_1n
2854,DGU-IoT,22:3f:1b:59:2d:a3,-73,2025-04-10 17:11:30,hall_5130_2_1n
2855,DGU-GUEST,2a:3f:1b:e2:63:60,-75,2025-04-10 17:11:30,hall_5130_2_1n
2856,DGU-WIFI,26:3f:1b:e2:63:60,-75,2025-04-10 17:11:30,hall_5130_2_1n
2857,DGU-IoT,22:3f:1b:e2:63:60,-75,2025-04-10 17:11:30,hall_5130_2_1n
2858,eduroam,36:3f:1b:e2:63:60,-75,2025-04-10 17:11:30,hall_5130_2_1n
2859,DGU-WIFI,26:3f:0b:59:2d:a4,-75,2025-04-10 17:11:30,hall_5130_2_1n
2860,,2e:3f:1b:e2:63:60,-75,2025-04-10 17:11:30,hall_5130_2_1n
2861,,12:3f:1b:e2:63:60,-75,2025-04-10 17:11:30,hall_5130_2_1n
2862,solfamily_sin_5F,68:27:19:3d:b8:2d,-76,2025-04-10 17:11:30,hall_5130_2_1n
2863,DGU-GUEST,2a:3f:1b:59:2d:a4,-78,2025-04-10 17:11:30,hall_5130_2_1n
2864,DGU-WIFI,26:3f:1b:59:2d:a4,-78,2025-04-10 17:11:30,hall_5130_2_1n
2865,AILAB5G,70:5d:cc:ad:52:2e,-78,2025-04-10 17:11:30,hall_5130_2_1n
2866,DGU-IoT,22:3f:1b:59:2d:a4,-79,2025-04-10 17:11:30,hall_5130_2_1n
2867,,12:3f:1b:59:2d:a4,-79,2025-04-10 17:11:30,hall_5130_2_1n
2868,eduroam,36:3f:1b:59:2d:a4,-79,2025-04-10 17:11:30,hall_5130_2_1n
2869,,2e:3f:1b:59:2d:a4,-79,2025-04-10 17:11:30,hall_5130_2_1n
2870,PLASS_Wifi_5G,58:11:22:67:a0:84,-80,2025-04-10 17:11:30,hall_5130_2_1n
2871,,12:3f:1b:59:2e:7f,-82,2025-04-10 17:11:30,hall_5130_2_1n
2872,DGU-WIFI,26:3f:1b:59:2e:7f,-82,2025-04-10 17:11:30,hall_5130_2_1n
2873,eduroam,36:3f:1b:59:2e:7f,-82,2025-04-10 17:11:30,hall_5130_2_1n
2874,,2e:3f:1b:59:2e:7f,-82,2025-04-10 17:11:30,hall_5130_2_1n
2875,DGU-GUEST,2a:3f:1b:59:2e:7f,-83,2025-04-10 17:11:30,hall_5130_2_1n
2876,DGU-IoT,22:3f:1b:59:2e:7f,-83,2025-04-10 17:11:30,hall_5130_2_1n
2877,Personal_Yongsik_5GHz,04:d9:f5:b3:94:b8,-87,2025-04-10 17:11:30,hall_5130_2_1n
2878,iptime5130,58:86:94:ae:06:de,-34,2025-04-10 17:11:35,hall_5130_2_1n
2879,DGU-GUEST,2a:3f:0b:e2:65:79,-36,2025-04-10 17:11:35,hall_5130_2_1n
2880,DGU-WIFI,26:3f:0b:e2:65:79,-36,2025-04-10 17:11:35,hall_5130_2_1n
2881,DGU-IoT,22:3f:0b:e2:65:79,-36,2025-04-10 17:11:35,hall_5130_2_1n
2882,eduroam,36:3f:0b:e2:65:79,-36,2025-04-10 17:11:35,hall_5130_2_1n
2883,iptime5130_5G,58:86:94:ae:06:df,-44,2025-04-10 17:11:35,hall_5130_2_1n
2884,DGU-GUEST,2a:3f:1b:e2:65:79,-47,2025-04-10 17:11:35,hall_5130_2_1n
2885,DGU-WIFI,26:3f:1b:e2:65:79,-47,2025-04-10 17:11:35,hall_5130_2_1n
2886,DGU-IoT,22:3f:1b:e2:65:79,-47,2025-04-10 17:11:35,hall_5130_2_1n
2887,eduroam,36:3f:1b:e2:65:79,-47,2025-04-10 17:11:35,hall_5130_2_1n
2888,MME-5159,00:11:32:7c:45:c8,-48,2025-04-10 17:11:35,hall_5130_2_1n
2889,DGU-IoT,22:3f:0b:59:2e:74,-50,2025-04-10 17:11:35,hall_5130_2_1n
2890,DGU-GUEST,2a:3f:0b:59:2e:74,-51,2025-04-10 17:11:35,hall_5130_2_1n
2891,DGU-WIFI,26:3f:0b:59:2e:74,-51,2025-04-10 17:11:35,hall_5130_2_1n
2892,eduroam,36:3f:0b:59:2e:74,-51,2025-04-10 17:11:35,hall_5130_2_1n
2893,,2c:3f:0b:59:2e:74,-51,2025-04-10 17:11:35,hall_5130_2_1n
2894,DGU-GUEST,2a:3f:1b:59:2e:74,-52,2025-04-10 17:11:35,hall_5130_2_1n
2895,DGU-WIFI,26:3f:1b:59:2e:74,-52,2025-04-10 17:11:35,hall_5130_2_1n
2896,DGU-IoT,22:3f:1b:59:2e:74,-52,2025-04-10 17:11:35,hall_5130_2_1n
2897,eduroam,36:3f:1b:59:2e:74,-52,2025-04-10 17:11:35,hall_5130_2_1n
2898,CNWLab,70:5d:cc:39:67:e6,-52,2025-04-10 17:11:35,hall_5130_2_1n
2899,SVM5132_2.4GHz,72:5d:cc:4d:b2:a8,-52,2025-04-10 17:11:35,hall_5130_2_1n
2900,,12:3f:0b:59:2e:74,-53,2025-04-10 17:11:35,hall_5130_2_1n
2901,CNWLab_5G,70:5d:cc:39:67:e4,-55,2025-04-10 17:11:35,hall_5130_2_1n
2902,SVM5132,70:5d:cc:1d:b2:a8,-55,2025-04-10 17:11:35,hall_5130_2_1n
2903,DIRECT-TCC48x Series,86:25:19:a0:cb:e8,-58,2025-04-10 17:11:35,hall_5130_2_1n
2904,iptime,70:5d:cc:60:cd:b0,-66,2025-04-10 17:11:35,hall_5130_2_1n
2905,DGU-WIFI,26:3f:0b:59:2d:a3,-67,2025-04-10 17:11:35,hall_5130_2_1n
2906,DGU-IoT,22:3f:0b:59:2d:a3,-67,2025-04-10 17:11:35,hall_5130_2_1n
2907,eduroam,36:3f:0b:59:2d:a3,-67,2025-04-10 17:11:35,hall_5130_2_1n
2908,,12:3f:0b:e2:67:10,-67,2025-04-10 17:11:35,hall_5130_2_1n
2909,CSDC2_5157_5G,58:86:94:ea:f7:4c,-68,2025-04-10 17:11:35,hall_5130_2_1n
2910,CSDC_5157_5G,3c:7c:3f:3e:1f:cc,-68,2025-04-10 17:11:35,hall_5130_2_1n
2911,DGU-GUEST,2a:3f:0b:59:2d:a3,-68,2025-04-10 17:11:35,hall_5130_2_1n
2912,eduroam,36:3f:0b:e2:67:10,-68,2025-04-10 17:11:35,hall_5130_2_1n
2913,DGU-IoT,22:3f:0b:e2:67:10,-69,2025-04-10 17:11:35,hall_5130_2_1n
2914,DGU-GUEST,2a:3f:0b:e2:67:10,-69,2025-04-10 17:11:35,hall_5130_2_1n
2915,CBLAB,88:36:6c:42:04:34,-69,2025-04-10 17:11:35,hall_5130_2_1n
2916,MME-5159,00:11:32:7c:45:c9,-70,2025-04-10 17:11:35,hall_5130_2_1n
2917,,16:11:32:7c:45:c9,-70,2025-04-10 17:11:35,hall_5130_2_1n
2918,eduroam,36:3f:0b:e2:63:60,-70,2025-04-10 17:11:35,hall_5130_2_1n
2919,DGU-IoT,22:3f:0b:e2:63:60,-70,2025-04-10 17:11:35,hall_5130_2_1n
2920,CSDC_5157,3c:7c:3f:3e:1f:c8,-70,2025-04-10 17:11:35,hall_5130_2_1n
2921,DGU-GUEST,2a:3f:0b:e2:63:60,-71,2025-04-10 17:11:35,hall_5130_2_1n
2922,,12:3f:1b:59:2d:a3,-72,2025-04-10 17:11:35,hall_5130_2_1n
2923,DGU-WIFI,26:3f:1b:59:2d:a3,-72,2025-04-10 17:11:35,hall_5130_2_1n
2924,EPCL2187,5a:86:94:cd:6c:f0,-72,2025-04-10 17:11:35,hall_5130_2_1n
2925,,12:3f:1b:e2:67:10,-72,2025-04-10 17:11:35,hall_5130_2_1n
2926,DGU-GUEST,2a:3f:1b:e2:67:10,-73,2025-04-10 17:11:35,hall_5130_2_1n
2927,DGU-WIFI,26:3f:1b:e2:67:10,-73,2025-04-10 17:11:35,hall_5130_2_1n
2928,DGU-IoT,22:3f:1b:e2:67:10,-73,2025-04-10 17:11:35,hall_5130_2_1n
2929,eduroam,36:3f:1b:e2:67:10,-73,2025-04-10 17:11:35,hall_5130_2_1n
2930,eduroam,36:3f:1b:59:2d:a3,-73,2025-04-10 17:11:35,hall_5130_2_1n
2931,,2e:3f:1b:59:2d:a3,-73,2025-04-10 17:11:35,hall_5130_2_1n
2932,DGU-GUEST,2a:3f:1b:59:2d:a3,-73,2025-04-10 17:11:35,hall_5130_2_1n
2933,DGU-IoT,22:3f:1b:59:2d:a3,-73,2025-04-10 17:11:35,hall_5130_2_1n
2934,plrwap,78:db:2f:0f:f2:fd,-73,2025-04-10 17:11:35,hall_5130_2_1n
2935,,2e:3f:1b:e2:67:10,-73,2025-04-10 17:11:35,hall_5130_2_1n
2936,,12:3f:0b:59:2d:a4,-74,2025-04-10 17:11:35,hall_5130_2_1n
2937,,12:3f:0b:e2:63:60,-74,2025-04-10 17:11:35,hall_5130_2_1n
2938,,b2:ee:52:de:60:ed,-74,2025-04-10 17:11:35,hall_5130_2_1n
2939,DGU-GUEST,2a:3f:1b:e2:63:60,-76,2025-04-10 17:11:35,hall_5130_2_1n
2940,DGU-WIFI,26:3f:1b:e2:63:60,-76,2025-04-10 17:11:35,hall_5130_2_1n
2941,DGU-IoT,22:3f:1b:e2:63:60,-76,2025-04-10 17:11:35,hall_5130_2_1n
2942,eduroam,36:3f:1b:e2:63:60,-76,2025-04-10 17:11:35,hall_5130_2_1n
2943,DGU-IoT,22:3f:1b:59:2d:a4,-77,2025-04-10 17:11:35,hall_5130_2_1n
2944,,12:3f:1b:59:2d:a4,-77,2025-04-10 17:11:35,hall_5130_2_1n
2945,DGU-GUEST,2a:3f:1b:59:2d:a4,-77,2025-04-10 17:11:35,hall_5130_2_1n
2946,DGU-WIFI,26:3f:1b:59:2d:a4,-77,2025-04-10 17:11:35,hall_5130_2_1n
2947,eduroam,36:3f:1b:59:2d:a4,-77,2025-04-10 17:11:35,hall_5130_2_1n
2948,,2e:3f:1b:59:2d:a4,-77,2025-04-10 17:11:35,hall_5130_2_1n
2949,PLASS_Wifi_5G,58:11:22:67:a0:84,-80,2025-04-10 17:11:35,hall_5130_2_1n
2950,plrwap,78:db:2f:0f:ec:59,-80,2025-04-10 17:11:35,hall_5130_2_1n
2951,,12:3f:1b:59:2e:7f,-82,2025-04-10 17:11:35,hall_5130_2_1n
2952,DGU-WIFI,26:3f:1b:59:2e:7f,-82,2025-04-10 17:11:35,hall_5130_2_1n
2953,DGU-GUEST,2a:3f:1b:59:2e:7f,-83,2025-04-10 17:11:35,hall_5130_2_1n
2954,DGU-IoT,22:3f:1b:59:2e:7f,-83,2025-04-10 17:11:35,hall_5130_2_1n
2955,eduroam,36:3f:1b:59:2e:7f,-83,2025-04-10 17:11:35,hall_5130_2_1n
2956,Personal_Yongsik_5GHz,04:d9:f5:b3:94:b8,-86,2025-04-10 17:11:35,hall_5130_2_1n
2957,iptime5130,58:86:94:ae:06:de,-33,2025-04-10 17:11:41,hall_5130_2_1n
2958,DGU-GUEST,2a:3f:0b:e2:65:79,-35,2025-04-10 17:11:41,hall_5130_2_1n
2959,DGU-WIFI,26:3f:0b:e2:65:79,-35,2025-04-10 17:11:41,hall_5130_2_1n
2960,DGU-IoT,22:3f:0b:e2:65:79,-35,2025-04-10 17:11:41,hall_5130_2_1n
2961,eduroam,36:3f:0b:e2:65:79,-35,2025-04-10 17:11:41,hall_5130_2_1n
2962,iptime5130_5G,58:86:94:ae:06:df,-44,2025-04-10 17:11:41,hall_5130_2_1n
2963,DGU-GUEST,2a:3f:1b:e2:65:79,-47,2025-04-10 17:11:41,hall_5130_2_1n
2964,DGU-WIFI,26:3f:1b:e2:65:79,-47,2025-04-10 17:11:41,hall_5130_2_1n
2965,DGU-IoT,22:3f:1b:e2:65:79,-47,2025-04-10 17:11:41,hall_5130_2_1n
2966,eduroam,36:3f:1b:e2:65:79,-47,2025-04-10 17:11:41,hall_5130_2_1n
2967,,2e:3f:1b:e2:65:79,-47,2025-04-10 17:11:41,hall_5130_2_1n
2968,,12:3f:1b:e2:65:79,-47,2025-04-10 17:11:41,hall_5130_2_1n
2969,SVM5132,70:5d:cc:1d:b2:a8,-53,2025-04-10 17:11:41,hall_5130_2_1n
2970,,2c:3f:0b:59:2e:74,-53,2025-04-10 17:11:41,hall_5130_2_1n
2971,DGU-GUEST,2a:3f:0b:59:2e:74,-54,2025-04-10 17:11:41,hall_5130_2_1n
2972,DGU-WIFI,26:3f:0b:59:2e:74,-54,2025-04-10 17:11:41,hall_5130_2_1n
2973,eduroam,36:3f:0b:59:2e:74,-54,2025-04-10 17:11:41,hall_5130_2_1n
2974,CNWLab,70:5d:cc:39:67:e6,-54,2025-04-10 17:11:41,hall_5130_2_1n
2975,DGU-GUEST,2a:3f:1b:59:2e:74,-55,2025-04-10 17:11:41,hall_5130_2_1n
2976,DGU-WIFI,26:3f:1b:59:2e:74,-55,2025-04-10 17:11:41,hall_5130_2_1n
2977,DGU-IoT,22:3f:1b:59:2e:74,-55,2025-04-10 17:11:41,hall_5130_2_1n
2978,eduroam,36:3f:1b:59:2e:74,-55,2025-04-10 17:11:41,hall_5130_2_1n
2979,DIRECT-5A-HP Color LJ 4303,e2:73:e7:80:67:5a,-56,2025-04-10 17:11:41,hall_5130_2_1n
2980,CNWLab_5G,70:5d:cc:39:67:e4,-56,2025-04-10 17:11:41,hall_5130_2_1n
2981,DIRECT-TCC48x Series,86:25:19:a0:cb:e8,-56,2025-04-10 17:11:41,hall_5130_2_1n
2982,ktw,58:86:94:7e:ea:78,-64,2025-04-10 17:11:41,hall_5130_2_1n
2983,eduroam,36:3f:0b:59:2d:a3,-65,2025-04-10 17:11:41,hall_5130_2_1n
2984,kwon,58:86:94:16:3d:88,-65,2025-04-10 17:11:41,hall_5130_2_1n
2985,iptime,70:5d:cc:60:cd:b0,-65,2025-04-10 17:11:41,hall_5130_2_1n
2986,HRILAB5G,5a:86:94:46:4a:a8,-66,2025-04-10 17:11:41,hall_5130_2_1n
2987,DGU-GUEST,2a:3f:0b:59:2d:a3,-66,2025-04-10 17:11:41,hall_5130_2_1n
2988,DGU-WIFI,26:3f:0b:59:2d:a3,-66,2025-04-10 17:11:41,hall_5130_2_1n
2989,DGU-IoT,22:3f:0b:59:2d:a3,-66,2025-04-10 17:11:41,hall_5130_2_1n
2990,mstwifi,58:86:94:99:68:8e,-66,2025-04-10 17:11:41,hall_5130_2_1n
2991,CSDC2_5157_5G,58:86:94:ea:f7:4c,-67,2025-04-10 17:11:41,hall_5130_2_1n
2992,CSDC_5157_5G,3c:7c:3f:3e:1f:cc,-67,2025-04-10 17:11:41,hall_5130_2_1n
2993,AILAB,70:5d:cc:ad:52:2c,-68,2025-04-10 17:11:41,hall_5130_2_1n
2994,,12:3f:0b:59:2e:20,-68,2025-04-10 17:11:41,hall_5130_2_1n
2995,DGU-WIFI,26:3f:0b:59:2e:7f,-70,2025-04-10 17:11:41,hall_5130_2_1n
2996,eduroam,36:3f:0b:59:2e:7f,-70,2025-04-10 17:11:41,hall_5130_2_1n
2997,,2c:3f:0b:59:2e:7f,-70,2025-04-10 17:11:41,hall_5130_2_1n
2998,eduroam,36:3f:1b:e2:67:10,-71,2025-04-10 17:11:41,hall_5130_2_1n
2999,MME-5159,00:11:32:7c:45:c9,-71,2025-04-10 17:11:41,hall_5130_2_1n
3000,DGU-GUEST,2a:3f:0b:59:2e:7f,-71,2025-04-10 17:11:41,hall_5130_2_1n
3001,CSDC_5157,3c:7c:3f:3e:1f:c8,-71,2025-04-10 17:11:41,hall_5130_2_1n
3002,,12:3f:1b:e2:67:10,-71,2025-04-10 17:11:41,hall_5130_2_1n
3003,,12:3f:0b:59:2e:7f,-71,2025-04-10 17:11:41,hall_5130_2_1n
3004,DGU-GUEST,2a:3f:1b:e2:67:10,-72,2025-04-10 17:11:41,hall_5130_2_1n
3005,DGU-WIFI,26:3f:1b:e2:67:10,-72,2025-04-10 17:11:41,hall_5130_2_1n
3006,DGU-IoT,22:3f:1b:e2:67:10,-72,2025-04-10 17:11:41,hall_5130_2_1n
3007,,12:3f:1b:59:2d:a3,-72,2025-04-10 17:11:41,hall_5130_2_1n
3008,eduroam,36:3f:1b:59:2d:a3,-72,2025-04-10 17:11:41,hall_5130_2_1n
3009,,2e:3f:1b:59:2d:a3,-72,2025-04-10 17:11:41,hall_5130_2_1n
3010,DGU-GUEST,2a:3f:1b:59:2d:a3,-72,2025-04-10 17:11:41,hall_5130_2_1n
3011,DGU-WIFI,26:3f:1b:59:2d:a3,-72,2025-04-10 17:11:41,hall_5130_2_1n
3012,DGU-IoT,22:3f:1b:59:2d:a3,-72,2025-04-10 17:11:41,hall_5130_2_1n
3013,,12:3f:0b:e2:63:60,-72,2025-04-10 17:11:41,hall_5130_2_1n
3014,,2e:3f:1b:e2:67:10,-72,2025-04-10 17:11:41,hall_5130_2_1n
3015,DGU-GUEST,2a:3f:1b:e2:63:60,-74,2025-04-10 17:11:41,hall_5130_2_1n
3016,DGU-WIFI,26:3f:1b:e2:63:60,-74,2025-04-10 17:11:41,hall_5130_2_1n
3017,DGU-IoT,22:3f:1b:e2:63:60,-74,2025-04-10 17:11:41,hall_5130_2_1n
3018,eduroam,36:3f:1b:e2:63:60,-74,2025-04-10 17:11:41,hall_5130_2_1n
3019,DGU-IoT,22:3f:1b:59:2d:a4,-77,2025-04-10 17:11:41,hall_5130_2_1n
3020,,12:3f:1b:59:2d:a4,-77,2025-04-10 17:11:41,hall_5130_2_1n
3021,DGU-GUEST,2a:3f:1b:59:2d:a4,-77,2025-04-10 17:11:41,hall_5130_2_1n
3022,DGU-WIFI,26:3f:1b:59:2d:a4,-77,2025-04-10 17:11:41,hall_5130_2_1n
3023,eduroam,36:3f:1b:59:2d:a4,-77,2025-04-10 17:11:41,hall_5130_2_1n
3024,,2e:3f:1b:59:2d:a4,-77,2025-04-10 17:11:41,hall_5130_2_1n
3025,,12:3f:1b:59:2e:7f,-79,2025-04-10 17:11:41,hall_5130_2_1n
3026,DGU-GUEST,2a:3f:1b:59:2e:7f,-79,2025-04-10 17:11:41,hall_5130_2_1n
3027,DGU-WIFI,26:3f:1b:59:2e:7f,-79,2025-04-10 17:11:41,hall_5130_2_1n
3028,DGU-IoT,22:3f:1b:59:2e:7f,-79,2025-04-10 17:11:41,hall_5130_2_1n
3029,eduroam,36:3f:1b:59:2e:7f,-79,2025-04-10 17:11:41,hall_5130_2_1n
3030,,2e:3f:1b:59:2e:7f,-79,2025-04-10 17:11:41,hall_5130_2_1n
3031,PLASS_Wifi_5G,58:11:22:67:a0:84,-80,2025-04-10 17:11:41,hall_5130_2_1n
3032,iptime5130,58:86:94:ae:06:de,-31,2025-04-10 17:11:47,hall_5130_2_1n
3033,DGU-GUEST,2a:3f:0b:e2:65:79,-36,2025-04-10 17:11:47,hall_5130_2_1n
3034,DGU-WIFI,26:3f:0b:e2:65:79,-36,2025-04-10 17:11:47,hall_5130_2_1n
3035,DGU-IoT,22:3f:0b:e2:65:79,-36,2025-04-10 17:11:47,hall_5130_2_1n
3036,eduroam,36:3f:0b:e2:65:79,-36,2025-04-10 17:11:47,hall_5130_2_1n
3037,iptime5130_5G,58:86:94:ae:06:df,-42,2025-04-10 17:11:47,hall_5130_2_1n
3038,DGU-GUEST,2a:3f:1b:e2:65:79,-47,2025-04-10 17:11:47,hall_5130_2_1n
3039,DGU-WIFI,26:3f:1b:e2:65:79,-47,2025-04-10 17:11:47,hall_5130_2_1n
3040,DGU-IoT,22:3f:1b:e2:65:79,-47,2025-04-10 17:11:47,hall_5130_2_1n
3041,eduroam,36:3f:1b:e2:65:79,-47,2025-04-10 17:11:47,hall_5130_2_1n
3042,,2e:3f:1b:e2:65:79,-47,2025-04-10 17:11:47,hall_5130_2_1n
3043,,12:3f:1b:e2:65:79,-47,2025-04-10 17:11:47,hall_5130_2_1n
3044,DGU-IoT,22:3f:0b:59:2e:74,-48,2025-04-10 17:11:47,hall_5130_2_1n
3045,DGU-GUEST,2a:3f:0b:59:2e:74,-49,2025-04-10 17:11:47,hall_5130_2_1n
3046,DGU-WIFI,26:3f:0b:59:2e:74,-49,2025-04-10 17:11:47,hall_5130_2_1n
3047,eduroam,36:3f:0b:59:2e:74,-49,2025-04-10 17:11:47,hall_5130_2_1n
3048,DIRECT-5A-HP Color LJ 4303,e2:73:e7:80:67:5a,-55,2025-04-10 17:11:47,hall_5130_2_1n
3049,DGU-GUEST,2a:3f:1b:59:2e:74,-55,2025-04-10 17:11:47,hall_5130_2_1n
3050,DGU-WIFI,26:3f:1b:59:2e:74,-55,2025-04-10 17:11:47,hall_5130_2_1n
3051,eduroam,36:3f:1b:59:2e:74,-55,2025-04-10 17:11:47,hall_5130_2_1n
3052,,2e:3f:1b:59:2e:74,-55,2025-04-10 17:11:47,hall_5130_2_1n
3053,,12:3f:1b:59:2e:74,-55,2025-04-10 17:11:47,hall_5130_2_1n
3054,DGU-IoT,22:3f:1b:59:2e:74,-56,2025-04-10 17:11:47,hall_5130_2_1n
3055,SVM5132,70:5d:cc:1d:b2:a8,-56,2025-04-10 17:11:47,hall_5130_2_1n
3056,CNWLab_5G,70:5d:cc:39:67:e4,-57,2025-04-10 17:11:47,hall_5130_2_1n
3057,HRILAB,58:86:94:16:4a:a8,-58,2025-04-10 17:11:47,hall_5130_2_1n
3058,DIRECT-TCC48x Series,86:25:19:a0:cb:e8,-59,2025-04-10 17:11:47,hall_5130_2_1n
3059,iptime,70:5d:cc:60:cd:b0,-59,2025-04-10 17:11:47,hall_5130_2_1n
3060,ktw,58:86:94:7e:ea:78,-65,2025-04-10 17:11:47,hall_5130_2_1n
3061,CSDC2_5157_5G,58:86:94:ea:f7:4c,-66,2025-04-10 17:11:47,hall_5130_2_1n
3062,HRILAB5G,5a:86:94:46:4a:a8,-66,2025-04-10 17:11:47,hall_5130_2_1n
3063,DGU-WIFI,26:3f:0b:59:2d:a3,-66,2025-04-10 17:11:47,hall_5130_2_1n
3064,mstwifi,58:86:94:99:68:8e,-66,2025-04-10 17:11:47,hall_5130_2_1n
3065,DGU-IoT,22:3f:0b:59:2d:a3,-67,2025-04-10 17:11:47,hall_5130_2_1n
3066,eduroam,36:3f:0b:59:2d:a3,-67,2025-04-10 17:11:47,hall_5130_2_1n
3067,CSDC_5157_5G,3c:7c:3f:3e:1f:cc,-68,2025-04-10 17:11:47,hall_5130_2_1n
3068,MME-5159,00:11:32:7c:45:c9,-71,2025-04-10 17:11:47,hall_5130_2_1n
3069,DGU-WIFI,26:3f:1b:59:2d:a3,-72,2025-04-10 17:11:47,hall_5130_2_1n
3070,DGU-IoT,22:3f:0b:59:2e:7f,-72,2025-04-10 17:11:47,hall_5130_2_1n
3071,,12:3f:1b:59:2d:a3,-73,2025-04-10 17:11:47,hall_5130_2_1n
3072,eduroam,36:3f:1b:59:2d:a3,-73,2025-04-10 17:11:47,hall_5130_2_1n
3073,,2e:3f:1b:59:2d:a3,-73,2025-04-10 17:11:47,hall_5130_2_1n
3074,DGU-GUEST,2a:3f:1b:59:2d:a3,-73,2025-04-10 17:11:47,hall_5130_2_1n
3075,DGU-IoT,22:3f:1b:59:2d:a3,-73,2025-04-10 17:11:47,hall_5130_2_1n
3076,DGU-GUEST,2a:3f:1b:e2:63:60,-74,2025-04-10 17:11:47,hall_5130_2_1n
3077,DGU-WIFI,26:3f:1b:e2:63:60,-74,2025-04-10 17:11:47,hall_5130_2_1n
3078,DGU-IoT,22:3f:1b:e2:63:60,-74,2025-04-10 17:11:47,hall_5130_2_1n
