Location,MAC,avg_rssi,var_rssi,std_rssi,max_rssi,min_rssi,count
hall_5143_1_2,e2:55:a8:6e:53:0e,-79.2,1.2000000000000028,1.0954451150103335,-78,-81,5
hall_5143_1_2,e2:55:a8:6e:53:20,-78.14285714285714,1.476190476190477,1.2149857925879122,-76,-79,7
hall_5143_1_2,e2:55:a8:6e:53:4a,-63.55555555555556,1.0849673202614376,1.0416176459053665,-62,-66,18
hall_5143_1_2,e2:55:a8:6e:53:60,-84.0,,,-84,-84,1
hall_5143_1_2,e2:55:a8:6e:54:1e,-68.85185185185185,0.6695156695156738,0.818239371770678,-67,-70,27
hall_5143_1_2,e2:55:a8:6e:54:2a,-65.13333333333334,0.40952380952380685,0.6399404734221823,-64,-66,15
hall_5143_1_2,e2:55:a8:6e:61:a9,-70.18181818181819,1.5636363636363653,1.250454462839957,-69,-72,11
hall_5143_1_2,e2:55:a8:6e:63:02,-74.16666666666667,0.6969696969696991,0.8348471099367232,-73,-75,12
hall_5143_1_2,e2:55:a8:6e:63:55,-66.375,1.124999999999998,1.0606601717798203,-64,-67,8
hall_5143_1_2,e2:55:a8:6e:63:57,-78.4,0.3000000000000007,0.5477225575051667,-78,-79,5
hall_5143_1_2,e2:55:a8:6e:63:8f,-69.625,0.6499999999999975,0.8062257748298534,-68,-71,16
hall_5143_1_2,e2:55:b8:6e:51:f5,-83.23809523809524,1.0904761904761913,1.04425867986634,-81,-85,21
hall_5143_1_2,e2:55:b8:6e:53:4a,-78.8529411764706,0.49286987522281633,0.7020469181064869,-77,-81,34
hall_5143_1_2,e2:55:b8:6e:54:1e,-84.03125,0.8054435483871,0.8974650680595317,-82,-86,32
hall_5143_1_2,e2:55:b8:6e:61:a9,-87.9090909090909,0.09090909090909119,0.3015113445777641,-87,-88,11
hall_5143_1_2,e2:55:b8:6e:63:02,-89.0,0.0,0.0,-89,-89,2
hall_5143_1_2,e2:55:b8:6e:63:8f,-86.5,0.5333333333333375,0.7302967433402243,-85,-88,16
hall_5143_1_2,e2:73:e7:80:67:5a,-75.16666666666667,2.151515151515147,1.466804401246174,-73,-77,12
hall_5143_1_2,e4:55:a8:6e:51:f5,-69.57142857142857,0.28571428571428586,0.5345224838248489,-69,-70,7
hall_5143_1_2,e4:55:a8:6e:52:ac,-75.71428571428571,0.23809523809523644,0.4879500364742649,-75,-76,7
hall_5143_1_2,e4:55:a8:6e:53:0e,-79.0,0.0,0.0,-79,-79,2
hall_5143_1_2,e4:55:a8:6e:53:20,-78.125,1.2678571428571428,1.1259916264596033,-76,-79,8
hall_5143_1_2,e4:55:a8:6e:53:4a,-64.0,0.0,0.0,-64,-64,3
hall_5143_1_2,e4:55:a8:6e:54:1e,-68.78947368421052,0.5087719298245603,0.7132825035177579,-67,-70,19
hall_5143_1_2,e4:55:a8:6e:54:2a,-65.0909090909091,0.8909090909090907,0.9438798074485388,-64,-67,11
hall_5143_1_2,e4:55:a8:6e:61:a9,-70.375,1.6964285714285692,1.3024701806293184,-69,-72,8
hall_5143_1_2,e4:55:a8:6e:63:02,-73.9090909090909,1.0909090909090915,1.0444659357341872,-72,-75,11
hall_5143_1_2,e4:55:a8:6e:63:55,-66.375,0.2678571428571416,0.5175491695067644,-66,-67,8
hall_5143_1_2,e4:55:a8:6e:63:57,-78.4,0.3000000000000007,0.5477225575051667,-78,-79,5
hall_5143_1_2,e4:55:a8:6e:63:8f,-69.41666666666667,0.2651515151515142,0.5149286505444363,-69,-70,12
hall_5143_1_2,e6:55:b8:6e:51:f5,-83.25,1.4772727272727266,1.2154310870109941,-81,-85,12
hall_5143_1_2,e6:55:b8:6e:53:4a,-78.75,0.5131578947368426,0.7163503994113792,-77,-80,20
hall_5143_1_2,e6:55:b8:6e:54:1e,-84.16,1.2233333333333305,1.1060440015358026,-81,-86,25
hall_5143_1_2,e6:55:b8:6e:61:a9,-87.875,0.1250000000000006,0.3535533905932746,-87,-88,8
hall_5143_1_2,e6:55:b8:6e:63:02,-88.5,0.5,0.7071067811865476,-88,-89,2
hall_5143_1_2,e6:55:b8:6e:63:8f,-86.58333333333333,0.8106060606060613,0.9003366373785204,-85,-88,12
hall_5143_1_2,ea:55:a8:6e:51:f5,-70.0,1.000000000000001,1.0000000000000004,-69,-72,7
hall_5143_1_2,ea:55:a8:6e:52:ac,-75.875,0.4107142857142852,0.6408699444616553,-75,-77,8
hall_5143_1_2,ea:55:a8:6e:53:0e,-78.83333333333333,1.7666666666666664,1.3291601358251257,-77,-81,6
hall_5143_1_2,ea:55:a8:6e:53:20,-78.14285714285714,1.8095238095238138,1.3451854182691,-76,-80,7
hall_5143_1_2,ea:55:a8:6e:53:4a,-63.833333333333336,2.3823529411764675,1.5434872662825785,-61,-68,18
hall_5143_1_2,ea:55:a8:6e:54:1e,-68.74074074074075,0.5071225071225063,0.7121253450920746,-67,-70,27
hall_5143_1_2,ea:55:a8:6e:54:2a,-65.0,0.30000000000000443,0.5477225575051702,-64,-66,21
hall_5143_1_2,ea:55:a8:6e:61:a9,-70.11764705882354,1.2352941176470549,1.1114378604524209,-68,-72,17
hall_5143_1_2,ea:55:a8:6e:63:02,-74.0,0.83333333333334,0.9128709291752806,-72,-75,13
hall_5143_1_2,ea:55:a8:6e:63:55,-66.25,0.3863636363636356,0.6215815605080605,-65,-67,12
hall_5143_1_2,ea:55:a8:6e:63:57,-78.16666666666667,0.5666666666666678,0.7527726527090817,-77,-79,6
hall_5143_1_2,ea:55:a8:6e:63:8f,-69.71428571428571,0.8351648351648339,0.9138735334633747,-69,-72,14
hall_5143_1_2,ea:55:b8:6e:51:f5,-83.32,0.8933333333333336,0.9451631252505218,-81,-85,25
hall_5143_1_2,ea:55:b8:6e:53:4a,-78.61764705882354,0.6069518716577516,0.7790711595597359,-77,-81,34
hall_5143_1_2,ea:55:b8:6e:54:1e,-83.93939393939394,0.8712121212121213,0.9333874443188752,-82,-86,33
hall_5143_1_2,ea:55:b8:6e:61:a9,-87.85714285714286,0.1318681318681323,0.363136519601282,-87,-88,14
hall_5143_1_2,ea:55:b8:6e:63:02,-88.2,0.6999999999999975,0.836660026534074,-87,-89,5
hall_5143_1_2,ea:55:b8:6e:63:55,-89.0,,,-89,-89,1
hall_5143_1_2,ea:55:b8:6e:63:8f,-86.46153846153847,0.5784615384615368,0.7605665904189697,-85,-88,26
hall_5143_1_2,ee:55:a8:6e:51:f5,-70.0,1.000000000000001,1.0000000000000004,-69,-72,7
hall_5143_1_2,ee:55:a8:6e:52:ac,-75.66666666666667,0.4242424242424242,0.6513389472789296,-74,-76,12
hall_5143_1_2,ee:55:a8:6e:53:0e,-79.0,2.000000000000002,1.4142135623730958,-78,-81,4
hall_5143_1_2,ee:55:a8:6e:53:20,-77.85714285714286,1.4761904761904787,1.2149857925879128,-76,-80,7
hall_5143_1_2,ee:55:a8:6e:53:4a,-63.888888888888886,2.4575163398692808,1.5676467522593478,-62,-68,18
hall_5143_1_2,ee:55:a8:6e:54:1e,-69.0,0.5714285714285722,0.755928946018455,-67,-70,29
hall_5143_1_2,ee:55:a8:6e:54:2a,-65.11111111111111,0.22222222222222343,0.47140452079103295,-64,-66,18
hall_5143_1_2,ee:55:a8:6e:61:a9,-69.73333333333333,1.352380952380955,1.16291915126588,-68,-72,15
hall_5143_1_2,ee:55:a8:6e:63:02,-74.08333333333333,1.1742424242424292,1.083624669450834,-72,-75,12
hall_5143_1_2,ee:55:a8:6e:63:55,-66.0,0.9999999999999982,0.9999999999999991,-64,-67,9
hall_5143_1_2,ee:55:a8:6e:63:57,-78.5,0.30000000000000143,0.5477225575051674,-78,-79,6
hall_5143_1_2,ee:55:a8:6e:63:8f,-69.71428571428571,0.5274725274725273,0.7262730392025628,-69,-71,14
hall_5143_1_2,ee:55:b8:6e:51:f5,-83.12,0.8600000000000008,0.9273618495495708,-81,-84,25
hall_5143_1_2,ee:55:b8:6e:53:4a,-78.6470588235294,0.7807486631016028,0.883599831995006,-76,-81,34
hall_5143_1_2,ee:55:b8:6e:54:1e,-84.03125,0.9989919354838728,0.9994958406536131,-82,-86,32
hall_5143_1_2,ee:55:b8:6e:61:a9,-88.0909090909091,0.09090909090909251,0.3015113445777663,-88,-89,11
hall_5143_1_2,ee:55:b8:6e:63:02,-88.5,0.3333333333333333,0.5773502691896257,-88,-89,4
hall_5143_1_2,ee:55:b8:6e:63:8f,-86.41176470588235,0.507352941176471,0.7122871199007259,-85,-88,17
hall_5143_1_2,f6:9e:28:74:f8:92,-61.39393939393939,12.621212121212116,3.552634532457865,-54,-70,33
hall_5143_1_2,f6:9e:38:74:f8:92,-64.41176470588235,1.9465240641711217,1.3951788645801375,-63,-68,34
hall_5143_1_2,f8:9e:28:74:f8:92,-63.266666666666666,7.066666666666665,2.658320271650251,-61,-71,15
hall_5143_1_2,fa:9e:38:74:f8:92,-65.08823529411765,2.143493761140814,1.4640675398152962,-63,-69,34
hall_5143_1_2,fe:55:a8:6e:51:f5,-69.9090909090909,0.6909090909090881,0.8312094145936318,-69,-72,11
hall_5143_1_2,fe:55:a8:6e:52:ac,-76.0,0.4,0.6324555320336759,-75,-77,11
hall_5143_1_2,fe:55:a8:6e:53:0e,-79.5,1.6666666666666667,1.2909944487358056,-78,-81,4
hall_5143_1_2,fe:55:a8:6e:53:20,-78.33333333333333,1.8666666666666654,1.366260102127946,-76,-80,6
hall_5143_1_2,fe:55:a8:6e:53:4a,-63.72727272727273,2.5887445887445875,1.6089576093684343,-61,-68,22
hall_5143_1_2,fe:55:a8:6e:54:1e,-68.79310344827586,0.45566502463054376,0.675029647223397,-67,-70,29
hall_5143_1_2,fe:55:a8:6e:54:2a,-65.10526315789474,0.2105263157894712,0.4588314677411208,-64,-66,19
hall_5143_1_2,fe:55:a8:6e:61:a9,-70.125,1.8499999999999956,1.3601470508735427,-67,-72,16
hall_5143_1_2,fe:55:a8:6e:63:02,-73.88235294117646,0.985294117647061,0.9926198253344837,-72,-75,17
hall_5143_1_2,fe:55:a8:6e:63:55,-66.11111111111111,0.8611111111111107,0.9279607271383368,-64,-67,9
hall_5143_1_2,fe:55:a8:6e:63:57,-78.5,0.30000000000000143,0.5477225575051674,-78,-79,6
hall_5143_1_2,fe:55:a8:6e:63:8f,-69.75,0.8666666666666744,0.9309493362512669,-68,-72,16
hall_5143_1_2,fe:55:b8:6e:51:f5,-83.18518518518519,0.8490028490028467,0.9214135059802666,-81,-85,27
hall_5143_1_2,fe:55:b8:6e:53:4a,-78.57575757575758,0.6893939393939393,0.830297500534561,-77,-81,33
hall_5143_1_2,fe:55:b8:6e:54:1e,-83.78787878787878,1.109848484848487,1.0534934669225466,-81,-86,33
hall_5143_1_2,fe:55:b8:6e:61:a9,-87.86666666666666,0.266666666666666,0.5163977794943216,-87,-89,15
hall_5143_1_2,fe:55:b8:6e:63:02,-88.16666666666667,0.566666666666665,0.7527726527090799,-87,-89,6
hall_5143_1_2,fe:55:b8:6e:63:55,-89.0,0.0,0.0,-89,-89,2
hall_5143_1_2,fe:55:b8:6e:63:8f,-86.4,0.5833333333333319,0.7637626158259724,-85,-88,25
hall_5143_1_3,00:08:9f:7c:c9:3c,-72.0,17.777777777777793,4.216370213557841,-68,-76,10
hall_5143_1_3,12:3f:0b:e2:65:73,-66.0,0.0,0.0,-66,-66,4
hall_5143_1_3,12:3f:0b:e2:65:b6,-75.1,0.10000000000000137,0.3162277660168401,-75,-76,10
hall_5143_1_3,12:3f:0b:f3:73:d7,-71.0,0.0,0.0,-71,-71,5
hall_5143_1_3,12:3f:1b:59:2e:60,-91.0,0.0,0.0,-91,-91,5
hall_5143_1_3,12:3f:1b:59:2e:74,-80.0,0.0,0.0,-80,-80,5
hall_5143_1_3,12:3f:1b:e2:63:60,-68.21428571428571,1.5659340659340684,1.2513728724621085,-67,-70,14
hall_5143_1_3,12:3f:1b:e2:65:b6,-96.0,0.0,0.0,-96,-96,5
hall_5143_1_3,12:3f:1b:e2:67:10,-92.33333333333333,1.6666666666666674,1.2909944487358058,-91,-94,15
hall_5143_1_3,12:3f:1b:f3:73:d7,-75.76923076923077,0.19230769230769104,0.43852900965351316,-75,-76,13
hall_5143_1_3,1e:39:29:78:15:6e,-76.0,0.0,0.0,-76,-76,5
hall_5143_1_3,22:3f:0b:e2:63:60,-60.642857142857146,0.2472527472527472,0.49724515809884684,-60,-61,14
hall_5143_1_3,22:3f:0b:e2:65:73,-67.0,0.0,0.0,-67,-67,5
hall_5143_1_3,22:3f:0b:e2:65:b0,-72.55555555555556,0.2777777777777752,0.5270462766947275,-72,-73,9
hall_5143_1_3,22:3f:0b:e2:65:b6,-76.45454545454545,0.27272727272727515,0.5222329678670958,-76,-77,11
hall_5143_1_3,22:3f:0b:f3:73:d7,-71.66666666666667,15.952380952380947,3.9940431835899006,-68,-77,15
hall_5143_1_3,22:3f:1b:59:2e:74,-81.7,2.2862068965517306,1.5120207989811947,-78,-84,30
hall_5143_1_3,22:3f:1b:e2:63:60,-69.26666666666667,1.2367816091953903,1.1121068335350657,-68,-71,30
hall_5143_1_3,22:3f:1b:f3:73:d7,-76.85185185185185,2.207977207977234,1.48592638040289,-75,-79,27
hall_5143_1_3,26:3f:0b:59:2e:74,-69.0,0.0,0.0,-69,-69,4
hall_5143_1_3,26:3f:0b:e2:63:60,-61.0,0.0,0.0,-61,-61,4
hall_5143_1_3,26:3f:0b:e2:65:73,-65.0,0.0,0.0,-65,-65,5
hall_5143_1_3,26:3f:0b:e2:65:b0,-72.0,0.0,0.0,-72,-72,4
hall_5143_1_3,26:3f:0b:e2:65:b6,-75.81818181818181,0.16363636363636633,0.4045199174779486,-75,-76,11
hall_5143_1_3,26:3f:1b:59:2e:74,-81.86666666666666,2.188505747126445,1.479359911288137,-78,-84,30
hall_5143_1_3,26:3f:1b:e2:63:60,-69.2,1.3379310344827593,1.156689688067962,-68,-71,30
hall_5143_1_3,28:ee:52:de:53:56,-96.0,0.7142857142857165,0.8451542547285179,-95,-97,15
hall_5143_1_3,28:ee:52:de:60:ea,-89.0,0.6000000000000008,0.7745966692414838,-88,-90,11
hall_5143_1_3,2a:3f:0b:59:2e:74,-70.0909090909091,0.8909090909090832,0.9438798074485348,-69,-71,11
hall_5143_1_3,2a:3f:0b:e2:63:60,-63.541666666666664,1.4764492753623102,1.2150922908825939,-61,-65,24
hall_5143_1_3,2a:3f:0b:e2:63:fb,-71.0,0.0,0.0,-71,-71,5
hall_5143_1_3,2a:3f:0b:e2:65:73,-67.0,0.0,0.0,-67,-67,5
hall_5143_1_3,2a:3f:0b:e2:65:b0,-73.0,0.0,0.0,-73,-73,5
hall_5143_1_3,2a:3f:0b:e2:65:b6,-75.66666666666667,0.2666666666666698,0.5163977794943253,-75,-76,6
hall_5143_1_3,2a:3f:0b:e2:66:0b,-73.0,0.0,0.0,-73,-73,5
hall_5143_1_3,2a:3f:1b:59:2e:74,-82.3,2.837931034482758,1.684615990213425,-78,-86,30
hall_5143_1_3,2a:3f:1b:e2:63:60,-69.36666666666666,1.4126436781609157,1.1885468767200205,-68,-71,30
hall_5143_1_3,2a:3f:1b:e2:63:fb,-73.0,0.0,0.0,-73,-73,5
hall_5143_1_3,2c:3f:0b:e2:63:fb,-71.0,0.0,0.0,-71,-71,4
hall_5143_1_3,2c:3f:0b:e2:65:73,-68.0,0.0,0.0,-68,-68,4
hall_5143_1_3,2c:3f:0b:e2:65:b6,-74.44444444444444,0.2777777777777752,0.5270462766947275,-74,-75,9
hall_5143_1_3,2c:3f:0b:e2:66:0b,-73.0,0.0,0.0,-73,-73,4
hall_5143_1_3,2e:3f:1b:59:2e:74,-80.0,0.0,0.0,-80,-80,5
hall_5143_1_3,2e:3f:1b:e2:63:60,-68.94736842105263,1.0526315789473673,1.0259783520851535,-68,-70,19
hall_5143_1_3,2e:3f:1b:f3:73:d7,-77.5925925925926,2.2507122507122554,1.5002373981181296,-75,-80,27
hall_5143_1_3,34:fc:b9:c8:20:91,-95.0,0.0,0.0,-95,-95,5
hall_5143_1_3,34:fc:b9:c8:20:93,-94.0,0.0,0.0,-94,-94,10
hall_5143_1_3,34:fc:b9:c8:c5:10,-96.0,0.0,0.0,-96,-96,5
hall_5143_1_3,34:fc:b9:c8:c5:12,-95.5,0.2777777777777761,0.5270462766947284,-95,-96,10
hall_5143_1_3,34:fc:b9:c8:c5:13,-96.0,0.0,0.0,-96,-96,5
hall_5143_1_3,34:fc:b9:c8:d9:b0,-91.0,0.0,0.0,-91,-91,10
hall_5143_1_3,34:fc:b9:c8:d9:b1,-92.0,0.0,0.0,-92,-92,5
hall_5143_1_3,34:fc:b9:c8:d9:b2,-91.0,0.0,0.0,-91,-91,5
hall_5143_1_3,34:fc:b9:c8:d9:b3,-91.0,0.0,0.0,-91,-91,5
hall_5143_1_3,34:fc:b9:c8:e6:a3,-81.0,0.0,0.0,-81,-81,5
hall_5143_1_3,34:fc:b9:c8:e6:b0,-91.0,0.0,0.0,-91,-91,5
hall_5143_1_3,34:fc:b9:c8:fe:d0,-95.83333333333333,0.15151515151515413,0.3892494720807648,-95,-96,12
hall_5143_1_3,34:fc:b9:c8:fe:d1,-95.0,0.0,0.0,-95,-95,5
hall_5143_1_3,34:fc:b9:c8:fe:d2,-95.0,0.0,0.0,-95,-95,5
hall_5143_1_3,34:fc:b9:c9:05:c1,-70.0,0.0,0.0,-70,-70,4
hall_5143_1_3,34:fc:b9:c9:05:d0,-92.0,0.0,0.0,-92,-92,5
hall_5143_1_3,34:fc:b9:c9:05:d1,-92.0,0.0,0.0,-92,-92,5
hall_5143_1_3,34:fc:b9:c9:05:d2,-92.0,0.0,0.0,-92,-92,5
hall_5143_1_3,34:fc:b9:c9:09:f0,-92.0,0.0,0.0,-92,-92,5
hall_5143_1_3,34:fc:b9:c9:09:f1,-92.0,0.0,0.0,-92,-92,5
hall_5143_1_3,34:fc:b9:c9:09:f2,-92.0,0.0,0.0,-92,-92,5
hall_5143_1_3,36:3f:0b:e2:65:73,-67.0,0.0,0.0,-67,-67,5
hall_5143_1_3,36:3f:0b:e2:65:b6,-76.45454545454545,0.27272727272727515,0.5222329678670958,-76,-77,11
hall_5143_1_3,36:3f:1b:59:2e:74,-81.36666666666666,1.2747126436781657,1.1290317283753215,-78,-82,30
hall_5143_1_3,36:3f:1b:e2:63:60,-69.26666666666667,1.2367816091953903,1.1121068335350657,-68,-71,30
hall_5143_1_3,58:86:94:16:3d:88,-58.72222222222222,1.3888888888888926,1.1785113019775808,-57,-60,18
hall_5143_1_3,58:86:94:16:4a:a8,-53.892857142857146,2.691798941798944,1.6406702721140967,-52,-57,28
hall_5143_1_3,58:86:94:6e:dc:10,-94.0,0.0,0.0,-94,-94,5
hall_5143_1_3,58:86:94:7e:cb:00,-61.0,0.0,0.0,-61,-61,4
hall_5143_1_3,58:86:94:7e:ea:78,-52.0,0.0,0.0,-52,-52,5
hall_5143_1_3,58:86:94:99:68:8c,-94.0,0.0,0.0,-94,-94,5
hall_5143_1_3,58:86:94:99:68:8e,-65.77777777777777,4.444444444444452,2.1081851067789215,-64,-68,9
hall_5143_1_3,58:86:94:a1:6e:5c,-67.33333333333333,4.705882352941181,2.169304578186563,-64,-69,18
hall_5143_1_3,58:86:94:ae:06:de,-61.5625,3.5958333333333283,1.8962682651284677,-59,-64,16
hall_5143_1_3,58:86:94:ae:06:df,-74.74074074074075,2.89173789173789,1.7005110678081135,-72,-77,27
hall_5143_1_3,58:86:94:b8:3a:54,-94.0,0.0,0.0,-94,-94,5
hall_5143_1_3,58:86:94:de:1b:78,-97.0,0.0,0.0,-97,-97,5
hall_5143_1_3,58:86:94:ea:2e:1c,-92.0,0.0,0.0,-92,-92,5
hall_5143_1_3,58:86:94:ea:f7:4c,-91.33333333333333,4.523809523809527,2.1269248984883147,-89,-94,15
hall_5143_1_3,5a:86:94:46:3d:88,-89.5,2.5,1.5811388300841898,-88,-91,10
hall_5143_1_3,5a:86:94:46:4a:a8,-87.88888888888889,0.4575163398692828,0.6763995415945244,-87,-89,18
hall_5143_1_3,5a:86:94:4e:cb:00,-92.0,0.0,0.0,-92,-92,5
hall_5143_1_3,5a:86:94:4e:ea:78,-87.38461538461539,0.25641025641025345,0.5063696835418304,-87,-88,13
hall_5143_1_3,68:27:19:3d:b8:2d,-49.0,5.2631578947368425,2.2941573387056176,-46,-52,20
hall_5143_1_3,70:5d:cc:1d:72:0c,-90.0,0.0,0.0,-90,-90,20
hall_5143_1_3,70:5d:cc:1d:b2:a8,-68.88888888888889,0.6410256410256417,0.8006407690254361,-68,-70,27
hall_5143_1_3,70:5d:cc:39:67:e4,-83.75,8.09210526315794,2.844662592146552,-79,-86,20
hall_5143_1_3,70:5d:cc:60:cd:b2,-92.66666666666667,0.9523809523809514,0.9759000729485326,-92,-94,15
hall_5143_1_3,70:5d:cc:83:6b:0c,-93.33333333333333,3.8095238095237876,1.9518001458970606,-92,-96,15
hall_5143_1_3,70:5d:cc:83:6b:0e,-92.0,0.0,0.0,-92,-92,16
hall_5143_1_3,70:5d:cc:a3:b1:fa,-61.333333333333336,9.999999999999996,3.1622776601683786,-58,-64,9
hall_5143_1_3,70:5d:cc:ae:04:4a,-94.0,0.0,0.0,-94,-94,5
hall_5143_1_3,70:5d:cc:d2:35:6c,-95.5,0.2777777777777761,0.5270462766947284,-95,-96,10
hall_5143_1_3,72:5d:cc:4d:72:0c,-70.0,0.0,0.0,-70,-70,5
hall_5143_1_3,72:5d:cc:4d:b2:a8,-64.57142857142857,3.9560439560439518,1.9889806323953865,-62,-66,14
hall_5143_1_3,72:5d:cc:c3:6b:0c,-70.0,4.444444444444422,2.1081851067789144,-68,-72,10
hall_5143_1_3,78:db:2f:0f:ee:39,-63.642857142857146,0.24725274725274582,0.49724515809884545,-63,-64,14
hall_5143_1_3,78:db:2f:0f:f4:4e,-66.0,0.0,0.0,-66,-66,5
hall_5143_1_3,78:db:2f:10:04:65,-58.82142857142857,5.33730158730159,2.3102600691916892,-55,-61,28
hall_5143_1_3,7a:de:4b:62:c7:eb,-88.8125,0.8291666666666638,0.9105858919765141,-88,-90,16
hall_5143_1_3,7a:de:4b:62:c7:ec,-89.07142857142857,2.2252747252747267,1.4917354742965412,-88,-91,14
hall_5143_1_3,86:25:19:99:6f:c6,-73.5,0.2777777777777761,0.5270462766947284,-73,-74,10
hall_5143_1_3,88:36:6c:05:6f:f8,-67.0,0.0,0.0,-67,-67,5
hall_5143_1_3,88:36:6c:0c:b6:4c,-83.5,2.5,1.5811388300841898,-82,-85,10
hall_5143_1_3,88:36:6c:42:04:36,-87.0,2.1428571428571437,1.4638501094228,-86,-89,15
hall_5143_1_3,88:36:6c:53:39:06,-72.0,0.0,0.0,-72,-72,5
hall_5143_1_3,88:36:6c:b1:2c:38,-73.0,0.0,0.0,-73,-73,5
hall_5143_1_3,88:36:6c:d1:7d:90,-76.75,0.19736842105263394,0.4442616583193219,-76,-77,20
hall_5143_1_3,88:36:6c:d1:7d:92,-69.0,0.0,0.0,-69,-69,5
hall_5143_1_3,90:9f:33:28:ca:9a,-70.46153846153847,4.1025641025641,2.025478734167333,-68,-72,13
hall_5143_1_3,90:9f:33:64:b3:c6,-71.75,0.2499999999999988,0.4999999999999988,-71,-72,4
hall_5143_1_3,aa:ee:52:de:60:ec,-89.72727272727273,0.21818181818181692,0.4670993664969124,-89,-90,11
hall_5143_1_3,c6:9e:38:74:f8:92,-64.0,0.0,0.0,-64,-64,5
hall_5143_1_3,da:55:a8:6e:61:a9,-59.25,0.2500000000000006,0.5000000000000006,-59,-60,4
hall_5143_1_3,da:55:b8:6e:51:f5,-89.0,1.1111111111111143,1.0540925533894612,-88,-90,10
hall_5143_1_3,da:55:b8:6e:52:ac,-96.0,0.0,0.0,-96,-96,5
hall_5143_1_3,da:55:b8:6e:53:4a,-77.0,0.0,0.0,-77,-77,5
hall_5143_1_3,da:55:b8:6e:54:2a,-92.0,0.0,0.0,-92,-92,5
hall_5143_1_3,da:55:b8:6e:63:55,-91.0,0.0,0.0,-91,-91,5
hall_5143_1_3,da:55:b8:6e:63:8f,-79.44444444444444,0.26143790849672943,0.511309992564911,-79,-80,18
hall_5143_1_3,e2:55:a8:6e:53:0e,-77.0,0.0,0.0,-77,-77,5
hall_5143_1_3,e2:55:a8:6e:53:4a,-59.72727272727273,0.618181818181815,0.7862453931068945,-59,-61,11
hall_5143_1_3,e2:55:a8:6e:54:1e,-67.53333333333333,1.6952380952381214,1.3020130933435814,-66,-69,15
hall_5143_1_3,e2:55:a8:6e:61:a9,-64.0,0.0,0.0,-64,-64,5
hall_5143_1_3,e2:55:a8:6e:63:8f,-72.0,0.0,0.0,-72,-72,4
hall_5143_1_3,e2:55:b8:6e:51:f5,-88.0,0.0,0.0,-88,-88,5
hall_5143_1_3,e2:55:b8:6e:53:4a,-79.0,0.0,0.0,-79,-79,5
hall_5143_1_3,e2:55:b8:6e:54:1e,-83.0,0.0,0.0,-83,-83,5
hall_5143_1_3,e2:55:b8:6e:63:8f,-80.06666666666666,0.4091954022988549,0.6396838299494954,-79,-81,30
hall_5143_1_3,e4:55:a8:6e:53:0e,-76.0,0.0,0.0,-76,-76,5
hall_5143_1_3,e6:55:b8:6e:53:4a,-79.0,0.0,0.0,-79,-79,5
hall_5143_1_3,e6:55:b8:6e:63:8f,-80.44444444444444,0.26143790849672943,0.511309992564911,-80,-81,18
hall_5143_1_3,ea:55:a8:6e:53:4a,-60.333333333333336,2.5,1.5811388300841898,-59,-62,9
hall_5143_1_3,ea:55:a8:6e:54:1e,-69.0,0.0,0.0,-69,-69,14
hall_5143_1_3,ea:55:a8:6e:61:a9,-64.0,0.0,0.0,-64,-64,5
hall_5143_1_3,ea:55:b8:6e:51:f5,-87.0,0.0,0.0,-87,-87,5
hall_5143_1_3,ea:55:b8:6e:53:4a,-79.0,0.0,0.0,-79,-79,5
hall_5143_1_3,ea:55:b8:6e:63:8f,-80.25925925925925,0.5840455840455789,0.764228751124674,-79,-81,27
hall_5143_1_3,ee:55:a8:6e:53:4a,-59.888888888888886,1.111111111111113,1.0540925533894607,-59,-61,9
hall_5143_1_3,ee:55:a8:6e:54:1e,-69.07142857142857,0.6868131868131837,0.828741930164743,-68,-70,14
hall_5143_1_3,ee:55:a8:6e:61:a9,-64.0,0.0,0.0,-64,-64,5
hall_5143_1_3,ee:55:b8:6e:53:4a,-79.0,0.0,0.0,-79,-79,5
hall_5143_1_3,ee:55:b8:6e:63:8f,-80.07407407407408,0.4558404558404515,0.6751595780557745,-79,-81,27
hall_5143_1_3,f6:9e:28:74:f8:92,-58.07142857142857,39.14835164835164,6.256864362310537,-52,-66,14
hall_5143_1_3,f6:9e:38:74:f8:92,-65.37037037037037,9.08831908831909,3.0146839118420177,-62,-70,27
hall_5143_1_3,f8:9e:28:74:f8:92,-57.0,0.0,0.0,-57,-57,4
hall_5143_1_3,fa:9e:38:74:f8:92,-65.81481481481481,10.541310541310537,3.246738446704714,-62,-71,27
hall_5143_1_3,fe:55:a8:6e:52:ac,-78.0,0.0,0.0,-78,-78,5
hall_5143_1_3,fe:55:a8:6e:53:4a,-59.888888888888886,1.111111111111113,1.0540925533894607,-59,-61,9
hall_5143_1_3,fe:55:a8:6e:54:1e,-69.0,0.5882352941176469,0.7669649888473703,-68,-70,18
hall_5143_1_3,fe:55:a8:6e:61:a9,-64.0,0.0,0.0,-64,-64,5
hall_5143_1_3,fe:55:b8:6e:53:4a,-79.0,0.0,0.0,-79,-79,5
hall_5143_1_3,fe:55:b8:6e:63:8f,-80.07407407407408,0.4558404558404515,0.6751595780557745,-79,-81,27
hall_5143_1_4,00:08:9f:7c:c9:38,-92.0,,,-92,-92,1
hall_5143_1_4,00:08:9f:7c:c9:3c,-76.9375,3.395833333333331,1.8427786989579977,-73,-81,16
