SSID,MAC,RSSI,Time,Location
67799,6105,58:86:94:a1:69:8c,-32,2025-05-01 17:00:53,hall_6105_3_1
67800,DGU-GUEST,2a:3f:0b:e2:65:c4,-33,2025-05-01 17:00:53,hall_6105_3_1
67801,DGU-WIFI,26:3f:0b:e2:65:c4,-33,2025-05-01 17:00:53,hall_6105_3_1
67802,eduroam,36:3f:0b:e2:65:c4,-33,2025-05-01 17:00:53,hall_6105_3_1
67803,DGU-IoT,22:3f:0b:e2:65:c4,-33,2025-05-01 17:00:53,hall_6105_3_1
67804,DGU-GUEST,2a:3f:1b:e2:65:c4,-43,2025-05-01 17:00:53,hall_6105_3_1
67805,DGU-WIFI,26:3f:1b:e2:65:c4,-43,2025-05-01 17:00:53,hall_6105_3_1
67806,DGU-IoT,22:3f:1b:e2:65:c4,-43,2025-05-01 17:00:53,hall_6105_3_1
67807,eduroam,36:3f:1b:e2:65:c4,-43,2025-05-01 17:00:53,hall_6105_3_1
67808,6105_5G,58:86:94:a1:69:8e,-49,2025-05-01 17:00:53,hall_6105_3_1
67809,DGU-GUEST,2a:3f:0b:e2:65:ea,-50,2025-05-01 17:00:53,hall_6105_3_1
67810,DGU-IoT,22:3f:0b:e2:65:ea,-50,2025-05-01 17:00:53,hall_6105_3_1
67811,eduroam,36:3f:0b:e2:65:ea,-50,2025-05-01 17:00:53,hall_6105_3_1
67812,AIR_Lab,80:69:1a:1f:f0:4e,-51,2025-05-01 17:00:53,hall_6105_3_1
67813,DGU-WIFI,26:3f:0b:e2:65:ea,-51,2025-05-01 17:00:53,hall_6105_3_1
67814,DGU-GUEST,2a:3f:1b:e2:65:ea,-52,2025-05-01 17:00:53,hall_6105_3_1
67815,DGU-WIFI,26:3f:1b:e2:65:ea,-52,2025-05-01 17:00:53,hall_6105_3_1
67816,DGU-IoT,22:3f:1b:e2:65:ea,-52,2025-05-01 17:00:53,hall_6105_3_1
67817,eduroam,36:3f:1b:e2:65:ea,-52,2025-05-01 17:00:53,hall_6105_3_1
67818,,2e:3f:1b:e2:65:ea,-52,2025-05-01 17:00:53,hall_6105_3_1
67819,,12:3f:1b:e2:65:ea,-52,2025-05-01 17:00:53,hall_6105_3_1
67820,_LinksysSetup87F-guest,86:69:1a:1f:f0:4e,-53,2025-05-01 17:00:53,hall_6105_3_1
67821,DGU-WIFI,26:3f:0b:e2:66:61,-57,2025-05-01 17:00:53,hall_6105_3_1
67822,DGU-IoT,22:3f:0b:e2:66:61,-57,2025-05-01 17:00:53,hall_6105_3_1
67823,ncsa,90:9f:33:90:6f:a6,-57,2025-05-01 17:00:53,hall_6105_3_1
67824,DGU-WIFI,26:3f:0b:e2:66:20,-57,2025-05-01 17:00:53,hall_6105_3_1
67825,DGU-IoT,22:3f:0b:e2:66:20,-57,2025-05-01 17:00:53,hall_6105_3_1
67826,eduroam,36:3f:0b:e2:66:20,-57,2025-05-01 17:00:53,hall_6105_3_1
67827,eduroam,36:3f:0b:e2:66:61,-58,2025-05-01 17:00:53,hall_6105_3_1
67828,DGU-GUEST,2a:3f:0b:e2:66:61,-58,2025-05-01 17:00:53,hall_6105_3_1
67829,AIR_Lab,80:69:1a:1f:f0:4f,-59,2025-05-01 17:00:53,hall_6105_3_1
67830,_LinksysSetup87F-guest,86:69:1a:1f:f0:4f,-59,2025-05-01 17:00:53,hall_6105_3_1
67831,CILab_2G,8a:36:6c:cd:f1:80,-60,2025-05-01 17:00:53,hall_6105_3_1
67832,,2e:3f:1b:e2:66:61,-63,2025-05-01 17:00:53,hall_6105_3_1
67833,DGU-GUEST,2a:3f:1b:e2:66:61,-63,2025-05-01 17:00:53,hall_6105_3_1
67834,DGU-WIFI,26:3f:1b:e2:66:61,-63,2025-05-01 17:00:53,hall_6105_3_1
67835,,12:3f:1b:e2:66:61,-63,2025-05-01 17:00:53,hall_6105_3_1
67836,DGU-IoT,22:3f:1b:e2:66:61,-64,2025-05-01 17:00:53,hall_6105_3_1
67837,eduroam,36:3f:1b:e2:66:61,-64,2025-05-01 17:00:53,hall_6105_3_1
67838,6134,58:86:94:a1:6e:5c,-66,2025-05-01 17:00:53,hall_6105_3_1
67839,AIR_Lab,80:69:1a:1f:f0:50,-67,2025-05-01 17:00:53,hall_6105_3_1
67840,DGU-WIFI,26:3f:0b:e2:65:b0,-67,2025-05-01 17:00:53,hall_6105_3_1
67841,DGU-IoT,22:3f:0b:e2:65:b0,-67,2025-05-01 17:00:53,hall_6105_3_1
67842,eduroam,36:3f:0b:e2:65:b0,-67,2025-05-01 17:00:53,hall_6105_3_1
67843,,2c:3f:0b:e2:65:b0,-67,2025-05-01 17:00:53,hall_6105_3_1
67844,DGU-GUEST,2a:3f:0b:e2:65:b0,-68,2025-05-01 17:00:53,hall_6105_3_1
67845,6109,88:36:6c:ba:eb:c4,-68,2025-05-01 17:00:53,hall_6105_3_1
67846,,12:3f:0b:e2:65:b0,-68,2025-05-01 17:00:53,hall_6105_3_1
67847,,12:3f:0b:e2:66:61,-69,2025-05-01 17:00:53,hall_6105_3_1
67848,DGU-WIFI,26:3f:1b:e2:66:20,-71,2025-05-01 17:00:53,hall_6105_3_1
67849,plrwap,78:db:2f:0f:f0:4f,-71,2025-05-01 17:00:53,hall_6105_3_1
67850,DGU-GUEST,2a:3f:1b:e2:66:20,-72,2025-05-01 17:00:53,hall_6105_3_1
67851,DGU-IoT,22:3f:1b:e2:66:20,-72,2025-05-01 17:00:53,hall_6105_3_1
67852,eduroam,36:3f:1b:e2:66:20,-72,2025-05-01 17:00:53,hall_6105_3_1
67853,CBLAB,88:36:6c:42:04:34,-72,2025-05-01 17:00:53,hall_6105_3_1
67854,,12:3f:0b:59:2e:74,-73,2025-05-01 17:00:53,hall_6105_3_1
67855,DIRECT-04-HP OfficeJet Pro 8710,10:62:e5:b8:43:05,-74,2025-05-01 17:00:53,hall_6105_3_1
67856,DIRECT-F5 C56x Series,86:25:19:e0:d0:f5,-74,2025-05-01 17:00:53,hall_6105_3_1
67857,DataLab,74:83:c2:18:4f:e0,-74,2025-05-01 17:00:53,hall_6105_3_1
67858,,12:3f:1b:e2:65:b0,-76,2025-05-01 17:00:53,hall_6105_3_1
67859,DGU-GUEST,2a:3f:0b:e2:66:1f,-76,2025-05-01 17:00:53,hall_6105_3_1
67860,eduroam,36:3f:0b:e2:66:1f,-76,2025-05-01 17:00:53,hall_6105_3_1
67861,DGU-GUEST,2a:3f:1b:e2:65:b0,-77,2025-05-01 17:00:53,hall_6105_3_1
67862,DGU-WIFI,26:3f:1b:e2:65:b0,-77,2025-05-01 17:00:53,hall_6105_3_1
67863,DGU-IoT,22:3f:1b:e2:65:b0,-77,2025-05-01 17:00:53,hall_6105_3_1
67864,eduroam,36:3f:1b:e2:65:b0,-77,2025-05-01 17:00:53,hall_6105_3_1
67865,DGU-IoT,22:3f:0b:e2:66:1f,-77,2025-05-01 17:00:53,hall_6105_3_1
67866,,2e:3f:1b:e2:65:b0,-77,2025-05-01 17:00:53,hall_6105_3_1
67867,,12:3f:1b:e2:66:62,-79,2025-05-01 17:00:53,hall_6105_3_1
67868,DGU-GUEST,2a:3f:1b:e2:66:62,-79,2025-05-01 17:00:53,hall_6105_3_1
67869,,2e:3f:1b:e2:66:62,-80,2025-05-01 17:00:53,hall_6105_3_1
67870,DGU-WIFI,26:3f:1b:e2:66:62,-80,2025-05-01 17:00:53,hall_6105_3_1
67871,DGU-IoT,22:3f:1b:e2:66:62,-80,2025-05-01 17:00:53,hall_6105_3_1
67872,eduroam,36:3f:1b:e2:66:62,-81,2025-05-01 17:00:53,hall_6105_3_1
67873,DGU-GUEST,2a:3f:1b:e2:66:1f,-84,2025-05-01 17:00:53,hall_6105_3_1
67874,DGU-IoT,22:3f:1b:e2:66:1f,-84,2025-05-01 17:00:53,hall_6105_3_1
67875,eduroam,36:3f:1b:e2:66:1f,-85,2025-05-01 17:00:53,hall_6105_3_1
67876,,12:3f:1b:e2:65:9a,-85,2025-05-01 17:00:53,hall_6105_3_1
67877,RAIN,c4:41:1e:9a:ae:ee,-87,2025-05-01 17:00:53,hall_6105_3_1
67878,6105,58:86:94:a1:69:8c,-31,2025-05-01 17:00:58,hall_6105_3_1
67879,eduroam,36:3f:0b:e2:65:c4,-32,2025-05-01 17:00:58,hall_6105_3_1
67880,,12:3f:0b:e2:65:c4,-32,2025-05-01 17:00:58,hall_6105_3_1
67881,DGU-GUEST,2a:3f:0b:e2:65:c4,-33,2025-05-01 17:00:58,hall_6105_3_1
67882,DGU-WIFI,26:3f:0b:e2:65:c4,-33,2025-05-01 17:00:58,hall_6105_3_1
67883,DGU-IoT,22:3f:0b:e2:65:c4,-33,2025-05-01 17:00:58,hall_6105_3_1
67884,DGU-GUEST,2a:3f:1b:e2:65:c4,-43,2025-05-01 17:00:58,hall_6105_3_1
67885,DGU-WIFI,26:3f:1b:e2:65:c4,-43,2025-05-01 17:00:58,hall_6105_3_1
67886,DGU-IoT,22:3f:1b:e2:65:c4,-43,2025-05-01 17:00:58,hall_6105_3_1
67887,eduroam,36:3f:1b:e2:65:c4,-43,2025-05-01 17:00:58,hall_6105_3_1
67888,,12:3f:1b:e2:65:c4,-43,2025-05-01 17:00:58,hall_6105_3_1
67889,,2e:3f:1b:e2:65:c4,-44,2025-05-01 17:00:58,hall_6105_3_1
67890,DGU-GUEST,2a:3f:0b:e2:65:ea,-50,2025-05-01 17:00:58,hall_6105_3_1
67891,DGU-IoT,22:3f:0b:e2:65:ea,-50,2025-05-01 17:00:58,hall_6105_3_1
67892,DGU-WIFI,26:3f:0b:e2:65:ea,-50,2025-05-01 17:00:58,hall_6105_3_1
67893,,8a:69:1a:1f:f0:4e,-50,2025-05-01 17:00:58,hall_6105_3_1
67894,6105_5G,58:86:94:a1:69:8e,-51,2025-05-01 17:00:58,hall_6105_3_1
67895,eduroam,36:3f:0b:e2:65:ea,-51,2025-05-01 17:00:58,hall_6105_3_1
67896,AIR_Lab,80:69:1a:1f:f0:4e,-52,2025-05-01 17:00:58,hall_6105_3_1
67897,DGU-GUEST,2a:3f:1b:e2:65:ea,-52,2025-05-01 17:00:58,hall_6105_3_1
67898,DGU-WIFI,26:3f:1b:e2:65:ea,-52,2025-05-01 17:00:58,hall_6105_3_1
67899,DGU-IoT,22:3f:1b:e2:65:ea,-52,2025-05-01 17:00:58,hall_6105_3_1
67900,eduroam,36:3f:1b:e2:65:ea,-52,2025-05-01 17:00:58,hall_6105_3_1
67901,woonglab6112,70:5d:cc:df:eb:c0,-53,2025-05-01 17:00:58,hall_6105_3_1
67902,_LinksysSetup87F-guest,86:69:1a:1f:f0:4e,-54,2025-05-01 17:00:58,hall_6105_3_1
67903,ncsa,90:9f:33:90:6f:a6,-55,2025-05-01 17:00:58,hall_6105_3_1
67904,DGU-WIFI,26:3f:0b:e2:66:61,-58,2025-05-01 17:00:58,hall_6105_3_1
67905,DGU-IoT,22:3f:0b:e2:66:61,-58,2025-05-01 17:00:58,hall_6105_3_1
67906,eduroam,36:3f:0b:e2:66:61,-58,2025-05-01 17:00:58,hall_6105_3_1
67907,DGU-GUEST,2a:3f:0b:e2:66:20,-58,2025-05-01 17:00:58,hall_6105_3_1
67908,AIR_Lab,80:69:1a:1f:f0:4f,-59,2025-05-01 17:00:58,hall_6105_3_1
67909,_LinksysSetup87F-guest,86:69:1a:1f:f0:4f,-59,2025-05-01 17:00:58,hall_6105_3_1
67910,DGU-GUEST,2a:3f:0b:e2:66:61,-59,2025-05-01 17:00:58,hall_6105_3_1
67911,DGU-WIFI,26:3f:0b:e2:66:20,-59,2025-05-01 17:00:58,hall_6105_3_1
67912,DGU-GUEST,2a:3f:0b:e2:65:b0,-65,2025-05-01 17:00:58,hall_6105_3_1
67913,DGU-WIFI,26:3f:0b:e2:65:b0,-65,2025-05-01 17:00:58,hall_6105_3_1
67914,DGU-IoT,22:3f:0b:e2:65:b0,-65,2025-05-01 17:00:58,hall_6105_3_1
67915,eduroam,36:3f:0b:e2:65:b0,-65,2025-05-01 17:00:58,hall_6105_3_1
67916,6134,58:86:94:a1:6e:5c,-66,2025-05-01 17:00:58,hall_6105_3_1
67917,,12:3f:1b:e2:66:61,-67,2025-05-01 17:00:58,hall_6105_3_1
67918,6109,88:36:6c:ba:eb:c4,-67,2025-05-01 17:00:58,hall_6105_3_1
67919,,2e:3f:1b:e2:66:61,-68,2025-05-01 17:00:58,hall_6105_3_1
67920,DGU-GUEST,2a:3f:1b:e2:66:61,-68,2025-05-01 17:00:58,hall_6105_3_1
67921,DGU-WIFI,26:3f:1b:e2:66:61,-68,2025-05-01 17:00:58,hall_6105_3_1
67922,DGU-IoT,22:3f:1b:e2:66:61,-68,2025-05-01 17:00:58,hall_6105_3_1
67923,eduroam,36:3f:1b:e2:66:61,-68,2025-05-01 17:00:58,hall_6105_3_1
67924,DGU-GUEST,2a:3f:1b:e2:66:20,-68,2025-05-01 17:00:58,hall_6105_3_1
67925,DGU-IoT,22:3f:1b:e2:66:20,-68,2025-05-01 17:00:58,hall_6105_3_1
67926,eduroam,36:3f:1b:e2:66:20,-68,2025-05-01 17:00:58,hall_6105_3_1
67927,DGU-WIFI,26:3f:1b:e2:66:20,-69,2025-05-01 17:00:58,hall_6105_3_1
67928,AIR_Lab,80:69:1a:1f:f0:50,-69,2025-05-01 17:00:58,hall_6105_3_1
67929,DGU-GUEST,2a:3f:0b:e2:65:9a,-71,2025-05-01 17:00:58,hall_6105_3_1
67930,eduroam,36:3f:0b:e2:65:9a,-71,2025-05-01 17:00:58,hall_6105_3_1
67931,plrwap,78:db:2f:0f:ef:8a,-71,2025-05-01 17:00:58,hall_6105_3_1
67932,DGU-IoT,22:3f:0b:e2:65:9a,-72,2025-05-01 17:00:58,hall_6105_3_1
67933,DIRECT-F5 C56x Series,86:25:19:e0:d0:f5,-74,2025-05-01 17:00:58,hall_6105_3_1
67934,DGU-IoT,22:3f:0b:e2:66:1f,-77,2025-05-01 17:00:58,hall_6105_3_1
67935,,12:3f:1b:e2:65:b0,-78,2025-05-01 17:00:58,hall_6105_3_1
67936,DGU-GUEST,2a:3f:1b:e2:65:b0,-78,2025-05-01 17:00:58,hall_6105_3_1
67937,DGU-WIFI,26:3f:1b:e2:65:b0,-78,2025-05-01 17:00:58,hall_6105_3_1
67938,DGU-IoT,22:3f:1b:e2:65:b0,-78,2025-05-01 17:00:58,hall_6105_3_1
67939,eduroam,36:3f:1b:e2:65:b0,-78,2025-05-01 17:00:58,hall_6105_3_1
67940,,2e:3f:1b:e2:65:b0,-78,2025-05-01 17:00:58,hall_6105_3_1
67941,,12:3f:1b:e2:66:62,-80,2025-05-01 17:00:58,hall_6105_3_1
67942,DGU-WIFI,26:3f:1b:e2:66:62,-80,2025-05-01 17:00:58,hall_6105_3_1
67943,eduroam,36:3f:1b:e2:66:62,-81,2025-05-01 17:00:58,hall_6105_3_1
67944,,2e:3f:1b:e2:66:62,-81,2025-05-01 17:00:58,hall_6105_3_1
67945,DGU-GUEST,2a:3f:1b:e2:66:62,-81,2025-05-01 17:00:58,hall_6105_3_1
67946,DGU-IoT,22:3f:1b:e2:66:62,-81,2025-05-01 17:00:58,hall_6105_3_1
67947,DGU-WIFI,26:3f:1b:e2:66:1f,-82,2025-05-01 17:00:58,hall_6105_3_1
67948,DGU-IoT,22:3f:1b:e2:66:1f,-82,2025-05-01 17:00:58,hall_6105_3_1
67949,eduroam,36:3f:1b:e2:66:1f,-82,2025-05-01 17:00:58,hall_6105_3_1
67950,DGU-GUEST,2a:3f:1b:e2:66:1f,-83,2025-05-01 17:00:58,hall_6105_3_1
67951,RAIN,c4:41:1e:9a:ae:ee,-84,2025-05-01 17:00:58,hall_6105_3_1
67952,6105,58:86:94:a1:69:8c,-29,2025-05-01 17:01:04,hall_6105_3_1
67953,DGU-GUEST,2a:3f:0b:e2:65:c4,-33,2025-05-01 17:01:04,hall_6105_3_1
67954,DGU-WIFI,26:3f:0b:e2:65:c4,-33,2025-05-01 17:01:04,hall_6105_3_1
67955,eduroam,36:3f:0b:e2:65:c4,-33,2025-05-01 17:01:04,hall_6105_3_1
67956,DGU-IoT,22:3f:0b:e2:65:c4,-33,2025-05-01 17:01:04,hall_6105_3_1
67957,,2c:3f:0b:e2:65:c4,-33,2025-05-01 17:01:04,hall_6105_3_1
67958,,12:3f:0b:e2:65:c4,-36,2025-05-01 17:01:04,hall_6105_3_1
67959,DGU-GUEST,2a:3f:1b:e2:65:c4,-43,2025-05-01 17:01:04,hall_6105_3_1
67960,DGU-WIFI,26:3f:1b:e2:65:c4,-43,2025-05-01 17:01:04,hall_6105_3_1
67961,DGU-IoT,22:3f:1b:e2:65:c4,-43,2025-05-01 17:01:04,hall_6105_3_1
67962,eduroam,36:3f:1b:e2:65:c4,-43,2025-05-01 17:01:04,hall_6105_3_1
67963,,2e:3f:1b:e2:65:c4,-43,2025-05-01 17:01:04,hall_6105_3_1
67964,,12:3f:1b:e2:65:c4,-43,2025-05-01 17:01:04,hall_6105_3_1
67965,DGU-GUEST,2a:3f:0b:e2:65:ea,-50,2025-05-01 17:01:04,hall_6105_3_1
67966,6105_5G,58:86:94:a1:69:8e,-50,2025-05-01 17:01:04,hall_6105_3_1
67967,woonglab6112,70:5d:cc:df:eb:c0,-50,2025-05-01 17:01:04,hall_6105_3_1
67968,,8a:69:1a:1f:f0:4e,-50,2025-05-01 17:01:04,hall_6105_3_1
67969,DGU-IoT,22:3f:0b:e2:65:ea,-51,2025-05-01 17:01:04,hall_6105_3_1
67970,DGU-WIFI,26:3f:0b:e2:65:ea,-51,2025-05-01 17:01:04,hall_6105_3_1
67971,eduroam,36:3f:0b:e2:65:ea,-51,2025-05-01 17:01:04,hall_6105_3_1
67972,_LinksysSetup87F-guest,86:69:1a:1f:f0:4e,-52,2025-05-01 17:01:04,hall_6105_3_1
67973,DGU-GUEST,2a:3f:1b:e2:65:ea,-52,2025-05-01 17:01:04,hall_6105_3_1
67974,DGU-WIFI,26:3f:1b:e2:65:ea,-52,2025-05-01 17:01:04,hall_6105_3_1
67975,DGU-IoT,22:3f:1b:e2:65:ea,-52,2025-05-01 17:01:04,hall_6105_3_1
67976,eduroam,36:3f:1b:e2:65:ea,-52,2025-05-01 17:01:04,hall_6105_3_1
67977,AIR_Lab,80:69:1a:1f:f0:4e,-53,2025-05-01 17:01:04,hall_6105_3_1
67978,DGU-WIFI,26:3f:0b:e2:66:20,-55,2025-05-01 17:01:04,hall_6105_3_1
67979,DGU-GUEST,2a:3f:0b:e2:66:20,-55,2025-05-01 17:01:04,hall_6105_3_1
67980,DGU-IoT,22:3f:0b:e2:66:20,-56,2025-05-01 17:01:04,hall_6105_3_1
67981,eduroam,36:3f:0b:e2:66:20,-56,2025-05-01 17:01:04,hall_6105_3_1
67982,eduroam,36:3f:0b:e2:66:61,-59,2025-05-01 17:01:04,hall_6105_3_1
67983,AIR_Lab,80:69:1a:1f:f0:4f,-59,2025-05-01 17:01:04,hall_6105_3_1
67984,_LinksysSetup87F-guest,86:69:1a:1f:f0:4f,-59,2025-05-01 17:01:04,hall_6105_3_1
67985,ncsa,90:9f:33:90:6f:a6,-59,2025-05-01 17:01:04,hall_6105_3_1
67986,DGU-WIFI,26:3f:0b:e2:66:61,-60,2025-05-01 17:01:04,hall_6105_3_1
67987,DGU-IoT,22:3f:0b:e2:66:61,-60,2025-05-01 17:01:04,hall_6105_3_1
67988,DGU-GUEST,2a:3f:0b:e2:66:61,-60,2025-05-01 17:01:04,hall_6105_3_1
67989,DIRECT-F5 C56x Series,86:25:19:e0:d0:f5,-62,2025-05-01 17:01:04,hall_6105_3_1
67990,6130,72:5d:cc:c3:6b:0c,-62,2025-05-01 17:01:04,hall_6105_3_1
67991,,2e:3f:1b:e2:66:61,-63,2025-05-01 17:01:04,hall_6105_3_1
67992,DGU-GUEST,2a:3f:1b:e2:66:61,-63,2025-05-01 17:01:04,hall_6105_3_1
67993,DGU-WIFI,26:3f:1b:e2:66:61,-63,2025-05-01 17:01:04,hall_6105_3_1
67994,DGU-IoT,22:3f:1b:e2:66:61,-63,2025-05-01 17:01:04,hall_6105_3_1
67995,eduroam,36:3f:1b:e2:66:61,-63,2025-05-01 17:01:04,hall_6105_3_1
67996,,12:3f:1b:e2:66:61,-63,2025-05-01 17:01:04,hall_6105_3_1
67997,6134,58:86:94:a1:6e:5c,-63,2025-05-01 17:01:04,hall_6105_3_1
67998,DIRECT-04-HP OfficeJet Pro 8710,10:62:e5:b8:43:05,-66,2025-05-01 17:01:04,hall_6105_3_1
67999,DGU-GUEST,2a:3f:1b:e2:66:20,-67,2025-05-01 17:01:04,hall_6105_3_1
68000,DGU-WIFI,26:3f:1b:e2:66:20,-67,2025-05-01 17:01:04,hall_6105_3_1
68001,DGU-IoT,22:3f:1b:e2:66:20,-67,2025-05-01 17:01:04,hall_6105_3_1
68002,eduroam,36:3f:1b:e2:66:20,-67,2025-05-01 17:01:04,hall_6105_3_1
68003,AIR_Lab,80:69:1a:1f:f0:50,-68,2025-05-01 17:01:04,hall_6105_3_1
68004,DGU-GUEST,2a:3f:0b:e2:65:b0,-69,2025-05-01 17:01:04,hall_6105_3_1
68005,eduroam,36:3f:0b:e2:65:b0,-69,2025-05-01 17:01:04,hall_6105_3_1
68006,DGU-WIFI,26:3f:0b:e2:65:b0,-70,2025-05-01 17:01:04,hall_6105_3_1
68007,DGU-IoT,22:3f:0b:e2:65:b0,-70,2025-05-01 17:01:04,hall_6105_3_1
68008,DGU-IoT,22:3f:0b:e2:65:9a,-71,2025-05-01 17:01:04,hall_6105_3_1
68009,eduroam,36:3f:0b:e2:65:9a,-71,2025-05-01 17:01:04,hall_6105_3_1
68010,,12:3f:0b:e2:66:1f,-73,2025-05-01 17:01:04,hall_6105_3_1
68011,plrwap,78:db:2f:0f:ec:6d,-74,2025-05-01 17:01:04,hall_6105_3_1
68012,,12:3f:1b:e2:65:b0,-75,2025-05-01 17:01:04,hall_6105_3_1
68013,DGU-GUEST,e2:55:a8:6e:63:52,-75,2025-05-01 17:01:04,hall_6105_3_1
68014,mkim,92:9f:33:44:90:88,-75,2025-05-01 17:01:04,hall_6105_3_1
68015,DGU-GUEST,2a:3f:1b:e2:65:b0,-76,2025-05-01 17:01:04,hall_6105_3_1
68016,DGU-WIFI,26:3f:1b:e2:65:b0,-76,2025-05-01 17:01:04,hall_6105_3_1
68017,DGU-IoT,22:3f:1b:e2:65:b0,-76,2025-05-01 17:01:04,hall_6105_3_1
68018,eduroam,36:3f:1b:e2:65:b0,-76,2025-05-01 17:01:04,hall_6105_3_1
68019,DataLab,74:83:c2:18:4f:e0,-76,2025-05-01 17:01:04,hall_6105_3_1
68020,,2e:3f:1b:e2:65:b0,-76,2025-05-01 17:01:04,hall_6105_3_1
68021,DGU-WIFI,ee:55:a8:6e:63:52,-76,2025-05-01 17:01:04,hall_6105_3_1
68022,,12:3f:1b:e2:66:62,-80,2025-05-01 17:01:04,hall_6105_3_1
68023,eduroam,36:3f:1b:e2:66:62,-81,2025-05-01 17:01:04,hall_6105_3_1
68024,DGU-GUEST,2a:3f:1b:e2:66:62,-81,2025-05-01 17:01:04,hall_6105_3_1
68025,DGU-WIFI,26:3f:1b:e2:66:62,-81,2025-05-01 17:01:04,hall_6105_3_1
68026,DGU-IoT,22:3f:1b:e2:66:62,-81,2025-05-01 17:01:04,hall_6105_3_1
68027,,2e:3f:1b:e2:66:62,-82,2025-05-01 17:01:04,hall_6105_3_1
68028,DGU-GUEST,2a:3f:1b:e2:66:1f,-83,2025-05-01 17:01:04,hall_6105_3_1
68029,DGU-IoT,22:3f:1b:e2:66:1f,-84,2025-05-01 17:01:04,hall_6105_3_1
68030,RAIN,c4:41:1e:9a:ae:ee,-85,2025-05-01 17:01:04,hall_6105_3_1
68031,DataLab,74:83:c2:18:4f:df,-87,2025-05-01 17:01:04,hall_6105_3_1
68032,,12:3f:1b:e2:65:73,-91,2025-05-01 17:01:04,hall_6105_3_1
68033,DGU-GUEST,2a:3f:0b:e2:65:c4,-33,2025-05-01 17:01:10,hall_6105_3_1
68034,6105,58:86:94:a1:69:8c,-33,2025-05-01 17:01:10,hall_6105_3_1
68035,DGU-WIFI,26:3f:0b:e2:65:c4,-33,2025-05-01 17:01:10,hall_6105_3_1
68036,eduroam,36:3f:0b:e2:65:c4,-33,2025-05-01 17:01:10,hall_6105_3_1
68037,DGU-IoT,22:3f:0b:e2:65:c4,-33,2025-05-01 17:01:10,hall_6105_3_1
68038,DGU-GUEST,2a:3f:1b:e2:65:c4,-43,2025-05-01 17:01:10,hall_6105_3_1
68039,DGU-WIFI,26:3f:1b:e2:65:c4,-43,2025-05-01 17:01:10,hall_6105_3_1
68040,DGU-IoT,22:3f:1b:e2:65:c4,-43,2025-05-01 17:01:10,hall_6105_3_1
68041,eduroam,36:3f:1b:e2:65:c4,-43,2025-05-01 17:01:10,hall_6105_3_1
68042,DGU-GUEST,2a:3f:0b:e2:65:ea,-49,2025-05-01 17:01:10,hall_6105_3_1
68043,DGU-IoT,22:3f:0b:e2:65:ea,-49,2025-05-01 17:01:10,hall_6105_3_1
68044,DGU-WIFI,26:3f:0b:e2:65:ea,-49,2025-05-01 17:01:10,hall_6105_3_1
68045,eduroam,36:3f:0b:e2:65:ea,-49,2025-05-01 17:01:10,hall_6105_3_1
68046,AIR_Lab,80:69:1a:1f:f0:4e,-50,2025-05-01 17:01:10,hall_6105_3_1
68047,_LinksysSetup87F-guest,86:69:1a:1f:f0:4e,-51,2025-05-01 17:01:10,hall_6105_3_1
68048,6105_5G,58:86:94:a1:69:8e,-51,2025-05-01 17:01:10,hall_6105_3_1
68049,DGU-GUEST,2a:3f:1b:e2:65:ea,-52,2025-05-01 17:01:10,hall_6105_3_1
68050,DGU-WIFI,26:3f:1b:e2:65:ea,-52,2025-05-01 17:01:10,hall_6105_3_1
68051,DGU-IoT,22:3f:1b:e2:65:ea,-52,2025-05-01 17:01:10,hall_6105_3_1
68052,eduroam,36:3f:1b:e2:65:ea,-52,2025-05-01 17:01:10,hall_6105_3_1
68053,DGU-WIFI,26:3f:0b:e2:66:20,-56,2025-05-01 17:01:10,hall_6105_3_1
68054,DGU-IoT,22:3f:0b:e2:66:20,-56,2025-05-01 17:01:10,hall_6105_3_1
68055,eduroam,36:3f:0b:e2:66:20,-56,2025-05-01 17:01:10,hall_6105_3_1
68056,DGU-GUEST,2a:3f:0b:e2:66:20,-56,2025-05-01 17:01:10,hall_6105_3_1
68057,ncsa,90:9f:33:90:6f:a6,-57,2025-05-01 17:01:10,hall_6105_3_1
68058,woonglab6112,70:5d:cc:df:eb:c0,-57,2025-05-01 17:01:10,hall_6105_3_1
68059,AIR_Lab,80:69:1a:1f:f0:4f,-59,2025-05-01 17:01:10,hall_6105_3_1
68060,_LinksysSetup87F-guest,86:69:1a:1f:f0:4f,-59,2025-05-01 17:01:10,hall_6105_3_1
68061,DGU-IoT,22:3f:0b:e2:66:61,-60,2025-05-01 17:01:10,hall_6105_3_1
68062,eduroam,36:3f:0b:e2:66:61,-60,2025-05-01 17:01:10,hall_6105_3_1
68063,DGU-GUEST,2a:3f:0b:e2:66:61,-60,2025-05-01 17:01:10,hall_6105_3_1
68064,,2c:3f:0b:e2:66:61,-60,2025-05-01 17:01:10,hall_6105_3_1
68065,DGU-WIFI,26:3f:0b:e2:66:61,-61,2025-05-01 17:01:10,hall_6105_3_1
68066,DGU-IoT,22:3f:1b:e2:66:61,-61,2025-05-01 17:01:10,hall_6105_3_1
68067,,2e:3f:1b:e2:66:61,-62,2025-05-01 17:01:10,hall_6105_3_1
68068,DGU-GUEST,2a:3f:1b:e2:66:61,-62,2025-05-01 17:01:10,hall_6105_3_1
