SSID,MAC,RSSI,Time,Location
35938,DGU-IoT,ea:55:a8:6e:53:4a,-44,2025-04-24 17:07:00,hall_6144_1_8
35939,,e4:55:a8:6e:53:4a,-44,2025-04-24 17:07:00,hall_6144_1_8
35940,eduroam,fe:55:a8:6e:53:4a,-44,2025-04-24 17:07:00,hall_6144_1_8
35941,ktw,58:86:94:7e:ea:78,-45,2025-04-24 17:07:00,hall_6144_1_8
35942,,da:55:a8:6e:53:4a,-50,2025-04-24 17:07:00,hall_6144_1_8
35943,DGU-WIFI,26:3f:0b:e2:65:b6,-51,2025-04-24 17:07:00,hall_6144_1_8
35944,DGU-GUEST,2a:3f:0b:e2:65:b6,-51,2025-04-24 17:07:00,hall_6144_1_8
35945,DGU-GUEST,2a:3f:0b:e2:65:9a,-52,2025-04-24 17:07:00,hall_6144_1_8
35946,eduroam,36:3f:0b:e2:65:b6,-52,2025-04-24 17:07:00,hall_6144_1_8
35947,DGU-IoT,22:3f:0b:e2:65:b6,-52,2025-04-24 17:07:00,hall_6144_1_8
35948,6134,58:86:94:a1:6e:5c,-53,2025-04-24 17:07:00,hall_6144_1_8
35949,,12:3f:0b:e2:65:b0,-54,2025-04-24 17:07:00,hall_6144_1_8
35950,DGU-IoT,ea:55:a8:6e:61:a9,-56,2025-04-24 17:07:00,hall_6144_1_8
35951,DGU-WIFI,ee:55:a8:6e:61:a9,-56,2025-04-24 17:07:00,hall_6144_1_8
35952,eduroam,36:3f:0b:e2:65:9a,-56,2025-04-24 17:07:00,hall_6144_1_8
35953,gnasang,28:ee:52:de:53:57,-56,2025-04-24 17:07:00,hall_6144_1_8
35954,,e4:55:a8:6e:61:a9,-56,2025-04-24 17:07:00,hall_6144_1_8
35955,DGU-IoT,22:3f:0b:e2:65:9a,-57,2025-04-24 17:07:00,hall_6144_1_8
35956,,da:55:a8:6e:61:a9,-57,2025-04-24 17:07:00,hall_6144_1_8
35957,DGU-WIFI,26:3f:0b:e2:65:9a,-57,2025-04-24 17:07:00,hall_6144_1_8
35958,HRILAB,58:86:94:16:4a:a8,-57,2025-04-24 17:07:00,hall_6144_1_8
35959,hri5125,58:86:94:7e:cb:00,-58,2025-04-24 17:07:00,hall_6144_1_8
35960,DGU-GUEST,2a:3f:0b:e2:65:b0,-58,2025-04-24 17:07:00,hall_6144_1_8
35961,,12:3f:1b:e2:65:9a,-58,2025-04-24 17:07:00,hall_6144_1_8
35962,iptime_10125_2.4G,88:36:6c:53:39:06,-59,2025-04-24 17:07:00,hall_6144_1_8
35963,plrwap,78:db:2f:0f:eb:aa,-59,2025-04-24 17:07:00,hall_6144_1_8
35964,,2c:3f:0b:e2:65:b0,-59,2025-04-24 17:07:00,hall_6144_1_8
35965,DGU-GUEST,2a:3f:1b:e2:65:b6,-60,2025-04-24 17:07:00,hall_6144_1_8
35966,DGU-WIFI,26:3f:1b:e2:65:b6,-60,2025-04-24 17:07:00,hall_6144_1_8
35967,DGU-IoT,22:3f:1b:e2:65:b6,-60,2025-04-24 17:07:00,hall_6144_1_8
35968,eduroam,36:3f:1b:e2:65:b6,-60,2025-04-24 17:07:00,hall_6144_1_8
35969,CILab_2G,8a:36:6c:cd:f1:80,-61,2025-04-24 17:07:00,hall_6144_1_8
35970,,2e:3f:1b:e2:65:b6,-61,2025-04-24 17:07:00,hall_6144_1_8
35971,,12:3f:1b:e2:65:b6,-61,2025-04-24 17:07:00,hall_6144_1_8
35972,DGU-WIFI,ee:55:a8:6e:54:1e,-61,2025-04-24 17:07:00,hall_6144_1_8
35973,DGU-WIFI,ee:55:a8:6e:54:2a,-61,2025-04-24 17:07:00,hall_6144_1_8
35974,DGU-GUEST,e2:55:a8:6e:54:2a,-61,2025-04-24 17:07:00,hall_6144_1_8
35975,DGU-IoT,ea:55:a8:6e:54:1e,-61,2025-04-24 17:07:00,hall_6144_1_8
35976,DGU-GUEST,e2:55:a8:6e:54:1e,-61,2025-04-24 17:07:00,hall_6144_1_8
35977,eduroam,fe:55:a8:6e:54:1e,-61,2025-04-24 17:07:00,hall_6144_1_8
35978,DGU-WIFI,26:3f:1b:e2:65:9a,-62,2025-04-24 17:07:00,hall_6144_1_8
35979,eduroam,36:3f:1b:e2:65:9a,-62,2025-04-24 17:07:00,hall_6144_1_8
35980,ncsa,90:9f:33:90:6f:a6,-62,2025-04-24 17:07:00,hall_6144_1_8
35981,DGU-GUEST,2a:3f:1b:e2:65:9a,-63,2025-04-24 17:07:00,hall_6144_1_8
35982,DGU-IoT,22:3f:1b:e2:65:9a,-63,2025-04-24 17:07:00,hall_6144_1_8
35983,iptime,70:5d:cc:ae:04:48,-63,2025-04-24 17:07:00,hall_6144_1_8
35984,ICE10155,70:5d:cc:a3:c1:88,-63,2025-04-24 17:07:00,hall_6144_1_8
35985,,2e:3f:1b:e2:65:9a,-64,2025-04-24 17:07:00,hall_6144_1_8
35986,cpc8134,5a:86:94:4e:dc:10,-64,2025-04-24 17:07:00,hall_6144_1_8
35987,5208,34:fc:b9:c8:df:62,-66,2025-04-24 17:07:00,hall_6144_1_8
35988,DGU-GUEST,e2:55:a8:6e:63:02,-66,2025-04-24 17:07:00,hall_6144_1_8
35989,eduroam,36:3f:0b:e2:66:60,-66,2025-04-24 17:07:00,hall_6144_1_8
35990,61345G,58:86:94:a1:6e:5e,-69,2025-04-24 17:07:00,hall_6144_1_8
35991,eduroam,fe:55:a8:6e:52:ac,-69,2025-04-24 17:07:00,hall_6144_1_8
35992,DGU-GUEST,2a:3f:1b:e2:66:20,-70,2025-04-24 17:07:00,hall_6144_1_8
35993,DGU-WIFI,26:3f:1b:e2:66:20,-70,2025-04-24 17:07:00,hall_6144_1_8
35994,DGU-GUEST,2a:3f:1b:e2:65:b0,-70,2025-04-24 17:07:00,hall_6144_1_8
35995,DGU-WIFI,26:3f:1b:e2:65:b0,-70,2025-04-24 17:07:00,hall_6144_1_8
35996,DGU-IoT,22:3f:1b:e2:65:b0,-70,2025-04-24 17:07:00,hall_6144_1_8
35997,eduroam,36:3f:1b:e2:65:b0,-70,2025-04-24 17:07:00,hall_6144_1_8
35998,eduroam,36:3f:1b:e2:66:20,-70,2025-04-24 17:07:00,hall_6144_1_8
35999,9207,34:fc:b9:c8:d9:a1,-70,2025-04-24 17:07:00,hall_6144_1_8
36000,,2e:3f:1b:e2:65:b0,-70,2025-04-24 17:07:00,hall_6144_1_8
36001,DGU-IoT,22:3f:1b:e2:66:20,-71,2025-04-24 17:07:00,hall_6144_1_8
36002,DGU-IoT,22:3f:0b:59:2e:74,-71,2025-04-24 17:07:00,hall_6144_1_8
36003,9208,34:fc:b9:c8:d9:a2,-72,2025-04-24 17:07:00,hall_6144_1_8
36004,,12:3f:1b:e2:66:20,-72,2025-04-24 17:07:00,hall_6144_1_8
36005,DGU-GUEST,e2:55:b8:6e:53:4a,-74,2025-04-24 17:07:00,hall_6144_1_8
36006,DGU-WIFI,ee:55:b8:6e:53:4a,-74,2025-04-24 17:07:00,hall_6144_1_8
36007,DGU-IoT,ea:55:b8:6e:53:4a,-74,2025-04-24 17:07:00,hall_6144_1_8
36008,6130_5G-1,70:5d:cc:83:6b:0c,-75,2025-04-24 17:07:00,hall_6144_1_8
36009,eduroam,fe:55:b8:6e:53:4a,-75,2025-04-24 17:07:00,hall_6144_1_8
36010,SVM5132_2.4GHz,72:5d:cc:4d:b2:a8,-77,2025-04-24 17:07:00,hall_6144_1_8
36011,Dorm-9F-WM-Lounge,90:9f:33:64:b3:c6,-77,2025-04-24 17:07:00,hall_6144_1_8
36012,,da:55:b8:6e:54:1e,-79,2025-04-24 17:07:00,hall_6144_1_8
36013,DGU-WIFI,ee:55:b8:6e:54:2a,-80,2025-04-24 17:07:00,hall_6144_1_8
36014,DGU-IoT,ea:55:b8:6e:54:2a,-80,2025-04-24 17:07:00,hall_6144_1_8
36015,DGU-GUEST,e2:55:b8:6e:54:2a,-80,2025-04-24 17:07:00,hall_6144_1_8
36016,eduroam,fe:55:b8:6e:63:8f,-80,2025-04-24 17:07:00,hall_6144_1_8
36017,DGU-WIFI,ee:55:b8:6e:54:1e,-80,2025-04-24 17:07:00,hall_6144_1_8
36018,eduroam,fe:55:b8:6e:54:2a,-81,2025-04-24 17:07:00,hall_6144_1_8
36019,,e6:55:b8:6e:54:1e,-81,2025-04-24 17:07:00,hall_6144_1_8
36020,DGU-IoT,ea:55:b8:6e:54:1e,-81,2025-04-24 17:07:00,hall_6144_1_8
36021,eduroam,fe:55:b8:6e:54:1e,-81,2025-04-24 17:07:00,hall_6144_1_8
36022,8207,34:fc:b9:c9:02:b1,-82,2025-04-24 17:07:00,hall_6144_1_8
36023,8208,34:fc:b9:c9:02:b2,-82,2025-04-24 17:07:00,hall_6144_1_8
36024,[LG_AirPurifier]156e,1e:39:29:78:15:6e,-82,2025-04-24 17:07:00,hall_6144_1_8
36025,DGU-GUEST,e2:55:b8:6e:54:1e,-82,2025-04-24 17:07:00,hall_6144_1_8
36026,8206,34:fc:b9:c9:02:b0,-83,2025-04-24 17:07:00,hall_6144_1_8
36027,CSE-3183,7a:de:4b:62:c7:eb,-83,2025-04-24 17:07:00,hall_6144_1_8
36028,,7a:de:4b:62:c7:ec,-84,2025-04-24 17:07:00,hall_6144_1_8
36029,6206,34:fc:b9:c8:fe:30,-85,2025-04-24 17:07:00,hall_6144_1_8
36030,6207,34:fc:b9:c8:fe:31,-85,2025-04-24 17:07:00,hall_6144_1_8
36031,,16:11:32:ce:8f:10,-86,2025-04-24 17:07:00,hall_6144_1_8
36032,DGU-dorm,34:fc:b9:c8:fe:33,-86,2025-04-24 17:07:00,hall_6144_1_8
36033,,12:3f:1b:59:2e:20,-86,2025-04-24 17:07:00,hall_6144_1_8
36034,DCSP5G,88:36:6c:42:53:06,-86,2025-04-24 17:07:00,hall_6144_1_8
36035,hri51255G,5a:86:94:4e:cb:00,-86,2025-04-24 17:07:00,hall_6144_1_8
36036,DGU-GUEST,b4:5d:50:6a:1e:72,-89,2025-04-24 17:07:00,hall_6144_1_8
36037,,12:3f:1b:e2:65:73,-91,2025-04-24 17:07:00,hall_6144_1_8
36038,ktw,58:86:94:7e:ea:78,-43,2025-04-24 17:07:06,hall_6144_1_8
36039,DGU-GUEST,e2:55:a8:6e:53:4a,-46,2025-04-24 17:07:06,hall_6144_1_8
36040,DGU-WIFI,ee:55:a8:6e:53:4a,-46,2025-04-24 17:07:06,hall_6144_1_8
36041,DGU-IoT,ea:55:a8:6e:53:4a,-46,2025-04-24 17:07:06,hall_6144_1_8
36042,,e4:55:a8:6e:53:4a,-46,2025-04-24 17:07:06,hall_6144_1_8
36043,eduroam,fe:55:a8:6e:53:4a,-46,2025-04-24 17:07:06,hall_6144_1_8
36044,eduroam,36:3f:0b:e2:65:b6,-51,2025-04-24 17:07:06,hall_6144_1_8
36045,DGU-GUEST,2a:3f:0b:e2:65:b6,-51,2025-04-24 17:07:06,hall_6144_1_8
36046,DGU-GUEST,2a:3f:0b:e2:65:9a,-52,2025-04-24 17:07:06,hall_6144_1_8
36047,DGU-IoT,22:3f:0b:e2:65:b6,-52,2025-04-24 17:07:06,hall_6144_1_8
36048,,da:55:a8:6e:53:4a,-52,2025-04-24 17:07:06,hall_6144_1_8
36049,DGU-IoT,22:3f:0b:e2:65:9a,-53,2025-04-24 17:07:06,hall_6144_1_8
36050,eduroam,36:3f:0b:e2:65:9a,-53,2025-04-24 17:07:06,hall_6144_1_8
36051,DGU-WIFI,26:3f:0b:e2:65:9a,-53,2025-04-24 17:07:06,hall_6144_1_8
36052,6122,70:5d:cc:a3:b1:fa,-54,2025-04-24 17:07:06,hall_6144_1_8
36053,ncsa,90:9f:33:90:6f:a6,-56,2025-04-24 17:07:06,hall_6144_1_8
36054,DGU-IoT,ea:55:a8:6e:61:a9,-56,2025-04-24 17:07:06,hall_6144_1_8
36055,DGU-GUEST,e2:55:a8:6e:61:a9,-56,2025-04-24 17:07:06,hall_6144_1_8
36056,DGU-WIFI,ee:55:a8:6e:61:a9,-56,2025-04-24 17:07:06,hall_6144_1_8
36057,,2c:3f:0b:e2:65:b0,-56,2025-04-24 17:07:06,hall_6144_1_8
36058,eduroam,fe:55:a8:6e:61:a9,-56,2025-04-24 17:07:06,hall_6144_1_8
36059,DGU-GUEST,2a:3f:0b:e2:65:b0,-57,2025-04-24 17:07:06,hall_6144_1_8
36060,DGU-IoT,22:3f:0b:e2:65:b0,-57,2025-04-24 17:07:06,hall_6144_1_8
36061,iptime,70:5d:cc:ae:04:48,-58,2025-04-24 17:07:06,hall_6144_1_8
36062,kwon,58:86:94:16:3d:88,-59,2025-04-24 17:07:06,hall_6144_1_8
36063,DGU-GUEST,2a:3f:1b:e2:65:b6,-60,2025-04-24 17:07:06,hall_6144_1_8
36064,DGU-WIFI,26:3f:1b:e2:65:b6,-60,2025-04-24 17:07:06,hall_6144_1_8
36065,DGU-IoT,22:3f:1b:e2:65:b6,-60,2025-04-24 17:07:06,hall_6144_1_8
36066,eduroam,36:3f:1b:e2:65:b6,-60,2025-04-24 17:07:06,hall_6144_1_8
36067,hri5125,58:86:94:7e:cb:00,-60,2025-04-24 17:07:06,hall_6144_1_8
36068,,2e:3f:1b:e2:65:b6,-60,2025-04-24 17:07:06,hall_6144_1_8
36069,,12:3f:1b:e2:65:b6,-60,2025-04-24 17:07:06,hall_6144_1_8
36070,7132,58:86:94:84:20:d2,-60,2025-04-24 17:07:06,hall_6144_1_8
36071,plrwap,78:db:2f:0f:eb:aa,-60,2025-04-24 17:07:06,hall_6144_1_8
36072,cpc8134,5a:86:94:4e:dc:10,-60,2025-04-24 17:07:06,hall_6144_1_8
36073,eduroam,36:3f:1b:e2:65:9a,-61,2025-04-24 17:07:06,hall_6144_1_8
36074,DGU-GUEST,2a:3f:1b:e2:65:9a,-62,2025-04-24 17:07:06,hall_6144_1_8
36075,DGU-WIFI,26:3f:1b:e2:65:9a,-62,2025-04-24 17:07:06,hall_6144_1_8
36076,DGU-IoT,22:3f:1b:e2:65:9a,-62,2025-04-24 17:07:06,hall_6144_1_8
36077,,2e:3f:1b:e2:65:9a,-62,2025-04-24 17:07:06,hall_6144_1_8
36078,iptime_10125_2.4G,88:36:6c:53:39:06,-62,2025-04-24 17:07:06,hall_6144_1_8
36079,,12:3f:1b:e2:65:9a,-62,2025-04-24 17:07:06,hall_6144_1_8
36080,DGU-GUEST,e2:55:a8:6e:54:1e,-62,2025-04-24 17:07:06,hall_6144_1_8
36081,,b2:ee:52:de:60:ed,-63,2025-04-24 17:07:06,hall_6144_1_8
36082,DGU-IoT,ea:55:a8:6e:54:1e,-63,2025-04-24 17:07:06,hall_6144_1_8
36083,eduroam,fe:55:a8:6e:54:1e,-63,2025-04-24 17:07:06,hall_6144_1_8
36084,DGU-WIFI,26:3f:0b:e2:65:73,-63,2025-04-24 17:07:06,hall_6144_1_8
36085,plrwap,78:db:2f:0f:ef:8a,-64,2025-04-24 17:07:06,hall_6144_1_8
36086,DGU-IoT,22:3f:0b:e2:65:73,-64,2025-04-24 17:07:06,hall_6144_1_8
36087,eduroam,36:3f:0b:e2:65:73,-64,2025-04-24 17:07:06,hall_6144_1_8
36088,6141,70:5d:cc:a3:b4:aa,-65,2025-04-24 17:07:06,hall_6144_1_8
36089,DIRECT-erC1810 Series,86:25:19:99:6f:c6,-65,2025-04-24 17:07:06,hall_6144_1_8
36090,DGU-dorm,34:fc:b9:c8:df:63,-67,2025-04-24 17:07:06,hall_6144_1_8
36091,5208,34:fc:b9:c8:df:62,-68,2025-04-24 17:07:06,hall_6144_1_8
36092,DGU-WIFI,26:3f:1b:e2:66:20,-69,2025-04-24 17:07:06,hall_6144_1_8
36093,DGU-IoT,22:3f:1b:e2:66:20,-69,2025-04-24 17:07:06,hall_6144_1_8
36094,61345G,58:86:94:a1:6e:5e,-69,2025-04-24 17:07:06,hall_6144_1_8
36095,10131_2.4G,90:9f:33:28:ca:9a,-69,2025-04-24 17:07:06,hall_6144_1_8
36096,eduroam,36:3f:1b:e2:66:20,-69,2025-04-24 17:07:06,hall_6144_1_8
36097,CILab_5G,88:36:6c:ad:f1:80,-71,2025-04-24 17:07:06,hall_6144_1_8
36098,[LG_AirPurifier]156e,1e:39:29:78:15:6e,-72,2025-04-24 17:07:06,hall_6144_1_8
36099,DGU-GUEST,2a:3f:1b:e2:65:b0,-73,2025-04-24 17:07:06,hall_6144_1_8
36100,DGU-WIFI,26:3f:1b:e2:65:b0,-73,2025-04-24 17:07:06,hall_6144_1_8
36101,DGU-IoT,22:3f:1b:e2:65:b0,-73,2025-04-24 17:07:06,hall_6144_1_8
36102,eduroam,36:3f:1b:e2:65:b0,-74,2025-04-24 17:07:06,hall_6144_1_8
36103,DGU-GUEST,e2:55:b8:6e:53:4a,-75,2025-04-24 17:07:06,hall_6144_1_8
36104,DGU-WIFI,ee:55:b8:6e:53:4a,-76,2025-04-24 17:07:06,hall_6144_1_8
36105,DGU-IoT,ea:55:b8:6e:53:4a,-76,2025-04-24 17:07:06,hall_6144_1_8
36106,eduroam,fe:55:b8:6e:53:4a,-76,2025-04-24 17:07:06,hall_6144_1_8
36107,8207,34:fc:b9:c9:02:b1,-77,2025-04-24 17:07:06,hall_6144_1_8
36108,6130_5G-2,70:5d:cc:83:6b:0e,-78,2025-04-24 17:07:06,hall_6144_1_8
36109,DGU-WIFI,ee:55:b8:6e:63:8f,-78,2025-04-24 17:07:06,hall_6144_1_8
36110,,da:55:b8:6e:54:2a,-78,2025-04-24 17:07:06,hall_6144_1_8
36111,DGU-IoT,ea:55:b8:6e:54:2a,-79,2025-04-24 17:07:06,hall_6144_1_8
36112,eduroam,fe:55:b8:6e:63:8f,-79,2025-04-24 17:07:06,hall_6144_1_8
36113,7208,34:fc:b9:c8:e6:a2,-79,2025-04-24 17:07:06,hall_6144_1_8
36114,DGU-IoT,ea:55:b8:6e:54:1e,-81,2025-04-24 17:07:06,hall_6144_1_8
36115,6105_5G,58:86:94:a1:69:8e,-82,2025-04-24 17:07:06,hall_6144_1_8
36116,eduroam,fe:55:b8:6e:54:1e,-83,2025-04-24 17:07:06,hall_6144_1_8
36117,dgu8124_5G,70:5d:cc:1d:72:0c,-83,2025-04-24 17:07:06,hall_6144_1_8
36118,hri51255G,5a:86:94:4e:cb:00,-84,2025-04-24 17:07:06,hall_6144_1_8
36119,,da:55:b8:6e:63:55,-86,2025-04-24 17:07:06,hall_6144_1_8
36120,,16:11:32:ce:8f:10,-87,2025-04-24 17:07:06,hall_6144_1_8
36121,ION Lab_5G,70:5d:cc:d2:35:6c,-87,2025-04-24 17:07:06,hall_6144_1_8
36122,gnasang_5G,28:ee:52:de:53:56,-87,2025-04-24 17:07:06,hall_6144_1_8
36123,,da:55:b8:6e:51:f5,-87,2025-04-24 17:07:06,hall_6144_1_8
36124,10130_5G,5a:86:94:cd:ca:b8,-88,2025-04-24 17:07:06,hall_6144_1_8
36125,7132_5G,58:86:94:84:20:d0,-88,2025-04-24 17:07:06,hall_6144_1_8
36126,TP-Link_6158_5G,28:ee:52:de:61:56,-89,2025-04-24 17:07:06,hall_6144_1_8
36127,DGU-GUEST,2a:3f:0b:e2:65:9a,-49,2025-04-24 17:07:12,hall_6144_1_8
36128,ncsa,90:9f:33:90:6f:a6,-50,2025-04-24 17:07:12,hall_6144_1_8
36129,DGU-GUEST,2a:3f:0b:e2:65:b6,-51,2025-04-24 17:07:12,hall_6144_1_8
36130,,12:3f:0b:e2:65:b6,-51,2025-04-24 17:07:12,hall_6144_1_8
36131,DGU-IoT,22:3f:0b:e2:65:b6,-52,2025-04-24 17:07:12,hall_6144_1_8
36132,DGU-WIFI,26:3f:0b:e2:65:b6,-52,2025-04-24 17:07:12,hall_6144_1_8
36133,kwon,58:86:94:16:3d:88,-53,2025-04-24 17:07:12,hall_6144_1_8
36134,,12:3f:0b:e2:65:9a,-53,2025-04-24 17:07:12,hall_6144_1_8
36135,6134,58:86:94:a1:6e:5c,-54,2025-04-24 17:07:12,hall_6144_1_8
36136,eduroam,fe:55:a8:6e:61:a9,-55,2025-04-24 17:07:12,hall_6144_1_8
36137,6122,70:5d:cc:a3:b1:fa,-56,2025-04-24 17:07:12,hall_6144_1_8
36138,plrwap,78:db:2f:0f:eb:aa,-57,2025-04-24 17:07:12,hall_6144_1_8
36139,10133-2,88:36:6c:05:6f:f8,-57,2025-04-24 17:07:12,hall_6144_1_8
36140,iptime,70:5d:cc:60:cd:b0,-58,2025-04-24 17:07:12,hall_6144_1_8
36141,hri5125,58:86:94:7e:cb:00,-59,2025-04-24 17:07:12,hall_6144_1_8
36142,DGU-WIFI,ee:55:a8:6e:63:55,-61,2025-04-24 17:07:12,hall_6144_1_8
36143,eduroam,fe:55:a8:6e:63:55,-61,2025-04-24 17:07:12,hall_6144_1_8
36144,DGU-GUEST,2a:3f:1b:e2:65:b6,-62,2025-04-24 17:07:12,hall_6144_1_8
36145,DGU-WIFI,26:3f:1b:e2:65:b6,-62,2025-04-24 17:07:12,hall_6144_1_8
36146,DGU-IoT,22:3f:1b:e2:65:b6,-62,2025-04-24 17:07:12,hall_6144_1_8
36147,eduroam,36:3f:1b:e2:65:b6,-62,2025-04-24 17:07:12,hall_6144_1_8
36148,iptime_10125_2.4G,88:36:6c:53:39:06,-62,2025-04-24 17:07:12,hall_6144_1_8
36149,,e4:55:a8:6e:63:55,-62,2025-04-24 17:07:12,hall_6144_1_8
36150,8136호,88:36:6c:42:28:50,-62,2025-04-24 17:07:12,hall_6144_1_8
36151,DGU-GUEST,2a:3f:1b:e2:65:9a,-63,2025-04-24 17:07:12,hall_6144_1_8
36152,DGU-WIFI,26:3f:1b:e2:65:9a,-63,2025-04-24 17:07:12,hall_6144_1_8
36153,DGU-IoT,22:3f:1b:e2:65:9a,-63,2025-04-24 17:07:12,hall_6144_1_8
36154,eduroam,36:3f:1b:e2:65:9a,-63,2025-04-24 17:07:12,hall_6144_1_8
36155,mstwifi,58:86:94:99:68:8e,-64,2025-04-24 17:07:12,hall_6144_1_8
36156,61345G,58:86:94:a1:6e:5e,-66,2025-04-24 17:07:12,hall_6144_1_8
36157,10130,58:86:94:9d:ca:b8,-66,2025-04-24 17:07:12,hall_6144_1_8
36158,9206,34:fc:b9:c8:d9:a0,-66,2025-04-24 17:07:12,hall_6144_1_8
36159,Hello,98:de:d0:50:77:1c,-68,2025-04-24 17:07:12,hall_6144_1_8
36160,DGU-GUEST,2a:3f:1b:e2:66:20,-69,2025-04-24 17:07:12,hall_6144_1_8
36161,DGU-GUEST,2a:3f:1b:e2:65:b0,-70,2025-04-24 17:07:12,hall_6144_1_8
36162,IMDL2.4GHz,58:86:94:c9:8c:fa,-70,2025-04-24 17:07:12,hall_6144_1_8
36163,7201,34:fc:b9:c8:20:81,-70,2025-04-24 17:07:12,hall_6144_1_8
36164,DGU-WIFI,26:3f:1b:e2:66:20,-71,2025-04-24 17:07:12,hall_6144_1_8
36165,DGU-IoT,22:3f:1b:e2:66:20,-71,2025-04-24 17:07:12,hall_6144_1_8
36166,DGU-WIFI,26:3f:1b:e2:65:b0,-71,2025-04-24 17:07:12,hall_6144_1_8
36167,DGU-IoT,22:3f:1b:e2:65:b0,-71,2025-04-24 17:07:12,hall_6144_1_8
36168,eduroam,36:3f:1b:e2:65:b0,-71,2025-04-24 17:07:12,hall_6144_1_8
36169,eduroam,36:3f:1b:e2:66:20,-71,2025-04-24 17:07:12,hall_6144_1_8
36170,,2e:3f:1b:e2:65:b0,-71,2025-04-24 17:07:12,hall_6144_1_8
36171,CILab_5G,88:36:6c:ad:f1:80,-71,2025-04-24 17:07:12,hall_6144_1_8
36172,,12:3f:1b:e2:65:b0,-71,2025-04-24 17:07:12,hall_6144_1_8
36173,5206,34:fc:b9:c8:df:60,-72,2025-04-24 17:07:12,hall_6144_1_8
36174,7202,34:fc:b9:c8:20:82,-72,2025-04-24 17:07:12,hall_6144_1_8
36175,6130_5G-1,70:5d:cc:83:6b:0c,-75,2025-04-24 17:07:12,hall_6144_1_8
36176,DGU-WIFI,ee:55:b8:6e:53:4a,-75,2025-04-24 17:07:12,hall_6144_1_8
36177,,da:55:b8:6e:53:4a,-75,2025-04-24 17:07:12,hall_6144_1_8
36178,DGU-GUEST,e2:55:b8:6e:53:4a,-76,2025-04-24 17:07:12,hall_6144_1_8
36179,DGU-IoT,ea:55:b8:6e:53:4a,-76,2025-04-24 17:07:12,hall_6144_1_8
36180,eduroam,fe:55:b8:6e:53:4a,-76,2025-04-24 17:07:12,hall_6144_1_8
36181,,e6:55:b8:6e:53:4a,-76,2025-04-24 17:07:12,hall_6144_1_8
36182,6130_5G-2,70:5d:cc:83:6b:0e,-77,2025-04-24 17:07:12,hall_6144_1_8
36183,DGU-WIFI,ee:55:b8:6e:54:2a,-79,2025-04-24 17:07:12,hall_6144_1_8
36184,DGU-IoT,ea:55:b8:6e:54:2a,-79,2025-04-24 17:07:12,hall_6144_1_8
36185,eduroam,fe:55:b8:6e:63:8f,-79,2025-04-24 17:07:12,hall_6144_1_8
36186,DGU-IoT,ea:55:b8:6e:63:8f,-79,2025-04-24 17:07:12,hall_6144_1_8
36187,CSE-3182_5G,28:ee:52:de:60:ea,-79,2025-04-24 17:07:12,hall_6144_1_8
36188,eduroam,fe:55:b8:6e:54:2a,-80,2025-04-24 17:07:12,hall_6144_1_8
36189,DGU-GUEST,e2:55:b8:6e:54:2a,-80,2025-04-24 17:07:12,hall_6144_1_8
36190,DGU-WIFI,ee:55:b8:6e:63:8f,-80,2025-04-24 17:07:12,hall_6144_1_8
36191,,12:3f:1b:e2:65:c4,-80,2025-04-24 17:07:12,hall_6144_1_8
36192,7208,34:fc:b9:c8:e6:b2,-81,2025-04-24 17:07:12,hall_6144_1_8
36193,DGU-dorm,34:fc:b9:c8:e6:b3,-82,2025-04-24 17:07:12,hall_6144_1_8
36194,DGU-dorm,34:fc:b9:c8:20:90,-84,2025-04-24 17:07:12,hall_6144_1_8
36195,iptime5130_5G,58:86:94:ae:06:df,-84,2025-04-24 17:07:12,hall_6144_1_8
36196,iptime5G,70:5d:cc:60:cd:b2,-84,2025-04-24 17:07:12,hall_6144_1_8
36197,,12:3f:1b:e2:66:1f,-86,2025-04-24 17:07:12,hall_6144_1_8
36198,NEL,00:11:32:ce:8f:10,-87,2025-04-24 17:07:12,hall_6144_1_8
36199,8136호,88:36:6c:42:28:52,-87,2025-04-24 17:07:12,hall_6144_1_8
36200,,12:3f:1b:e2:65:73,-88,2025-04-24 17:07:12,hall_6144_1_8
36201,sylee_5G,70:5d:cc:00:37:6c,-89,2025-04-24 17:07:12,hall_6144_1_8
36202,ktw,58:86:94:7e:ea:78,-45,2025-04-24 17:07:17,hall_6144_1_8
36203,DGU-GUEST,e2:55:a8:6e:53:4a,-46,2025-04-24 17:07:17,hall_6144_1_8
36204,DGU-GUEST,2a:3f:0b:e2:65:9a,-51,2025-04-24 17:07:17,hall_6144_1_8
36205,eduroam,36:3f:0b:e2:65:b6,-51,2025-04-24 17:07:17,hall_6144_1_8
36206,DGU-IoT,22:3f:0b:e2:65:b6,-51,2025-04-24 17:07:17,hall_6144_1_8
36207,DGU-WIFI,26:3f:0b:e2:65:b6,-51,2025-04-24 17:07:17,hall_6144_1_8
36208,DGU-GUEST,2a:3f:0b:e2:65:b6,-51,2025-04-24 17:07:17,hall_6144_1_8
36209,,2c:3f:0b:e2:65:b6,-51,2025-04-24 17:07:17,hall_6144_1_8
36210,CILab_2G,8a:36:6c:cd:f1:80,-52,2025-04-24 17:07:17,hall_6144_1_8
36211,6134,58:86:94:a1:6e:5c,-53,2025-04-24 17:07:17,hall_6144_1_8
36212,ncsa,90:9f:33:90:6f:a6,-53,2025-04-24 17:07:17,hall_6144_1_8
