SSID,MAC,RSSI,Time,Location
,12:3f:1b:e2:65:c4,-76,2025-04-15 13:59:22,hall_6141_1_1
DGU-WIFI,ee:55:a8:6e:61:a9,-65,2025-04-15 13:59:22,hall_6141_1_1
,da:55:a8:6e:53:0e,-71,2025-04-15 13:59:22,hall_6141_1_1
DIRECT-erC1810 Series,86:25:19:99:6f:c6,-70,2025-04-15 13:59:22,hall_6141_1_1
DGU-WIFI,26:3f:1b:e2:66:20,-70,2025-04-15 13:59:22,hall_6141_1_1
DGU-WIFI,26:3f:0b:e2:66:8c,-73,2025-04-15 13:59:22,hall_6141_1_1
6105_5G,58:86:94:a1:69:8e,-81,2025-04-15 13:59:22,hall_6141_1_1
DGU-GUEST,2a:3f:0b:e2:66:20,-66,2025-04-15 13:59:22,hall_6141_1_1
DGU-IoT,ea:55:a8:6e:54:2a,-63,2025-04-15 13:59:22,hall_6141_1_1
12345,2e:b7:eb:7c:12:3c,-58,2025-04-15 13:59:22,hall_6141_1_1
Personal_Yongsik,04:d9:f5:b3:94:b0,-69,2025-04-15 13:59:22,hall_6141_1_1
eduroam,36:3f:1b:e2:65:9a,-58,2025-04-15 13:59:22,hall_6141_1_1
eduroam,36:3f:0b:e2:65:9a,-58,2025-04-15 13:59:22,hall_6141_1_1
,2e:3f:1b:e2:66:20,-70,2025-04-15 13:59:22,hall_6141_1_1
,12:3f:1b:e2:65:9a,-57,2025-04-15 13:59:22,hall_6141_1_1
eduroam,36:3f:1b:e2:65:c4,-76,2025-04-15 13:59:22,hall_6141_1_1
DGU8124,72:5d:cc:4d:72:0c,-60,2025-04-15 13:59:22,hall_6141_1_1
DGU-IoT,22:3f:1b:e2:65:b0,-69,2025-04-15 13:59:22,hall_6141_1_1
DGU-WIFI,ee:55:a8:6e:53:4a,-63,2025-04-15 13:59:22,hall_6141_1_1
DGU-IoT,ea:55:b8:6e:54:2a,-83,2025-04-15 13:59:22,hall_6141_1_1
DGU-IoT,22:3f:1b:e2:65:b6,-54,2025-04-15 13:59:22,hall_6141_1_1
iptime5130,58:86:94:ae:06:de,-62,2025-04-15 13:59:22,hall_6141_1_1
eduroam,fe:55:b8:6e:54:1e,-82,2025-04-15 13:59:22,hall_6141_1_1
,12:3f:0b:e2:65:9a,-58,2025-04-15 13:59:22,hall_6141_1_1
DGU-IoT,22:3f:1b:e2:66:20,-71,2025-04-15 13:59:22,hall_6141_1_1
iptime,70:5d:cc:ae:04:48,-67,2025-04-15 13:59:22,hall_6141_1_1
eduroam,fe:55:b8:6e:53:4a,-78,2025-04-15 13:59:22,hall_6141_1_1
DGU-IoT,ea:55:a8:6e:61:a9,-65,2025-04-15 13:59:22,hall_6141_1_1
ncsa,90:9f:33:90:6f:a6,-54,2025-04-15 13:59:22,hall_6141_1_1
,2e:3f:1b:e2:65:c4,-78,2025-04-15 13:59:22,hall_6141_1_1
DGU-WIFI,ee:55:a8:6e:54:2a,-64,2025-04-15 13:59:22,hall_6141_1_1
DGU-GUEST,2a:3f:1b:e2:65:b0,-69,2025-04-15 13:59:22,hall_6141_1_1
DGU-GUEST,e2:55:b8:6e:54:2a,-83,2025-04-15 13:59:22,hall_6141_1_1
DGU-GUEST,2a:3f:1b:e2:65:b6,-54,2025-04-15 13:59:22,hall_6141_1_1
DGU-dorm,34:fc:b9:c8:20:90,-88,2025-04-15 13:59:22,hall_6141_1_1
7202,34:fc:b9:c8:20:92,-88,2025-04-15 13:59:22,hall_6141_1_1
DGU-IoT,ea:55:a8:6e:53:4a,-63,2025-04-15 13:59:22,hall_6141_1_1
DGU-WIFI,26:3f:1b:e2:65:b6,-54,2025-04-15 13:59:22,hall_6141_1_1
eduroam,36:3f:0b:e2:65:b6,-52,2025-04-15 13:59:22,hall_6141_1_1
eduroam,36:3f:0b:e2:65:b0,-61,2025-04-15 13:59:22,hall_6141_1_1
,da:55:b8:6e:54:1e,-80,2025-04-15 13:59:22,hall_6141_1_1
,16:11:32:ce:8f:10,-79,2025-04-15 13:59:22,hall_6141_1_1
DGU-WIFI,26:3f:1b:e2:65:b0,-69,2025-04-15 13:59:22,hall_6141_1_1
plrwap,78:db:2f:10:05:e5,-66,2025-04-15 13:59:22,hall_6141_1_1
