SSID,MAC,RSSI,Time,Location
DGU-WIFI,26:3f:0b:e2:63:fb,-45,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:1b:59:2e:74,-64,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:0b:59:2e:60,-63,2025-04-03 17:46:43,hall_5147_1_1
DGU-WIFI,26:3f:0b:e2:63:60,-58,2025-04-03 17:46:43,hall_5147_1_1
plrwap,78:db:2f:10:03:1d,-56,2025-04-03 17:46:43,hall_5147_1_1
,2e:3f:1b:e2:63:60,-67,2025-04-03 17:46:43,hall_5147_1_1
DGU-IoT,22:3f:0b:59:2e:74,-61,2025-04-03 17:46:43,hall_5147_1_1
DGU-IoT,22:3f:1b:e2:67:10,-70,2025-04-03 17:46:43,hall_5147_1_1
DGU-IoT,22:3f:1b:e2:65:79,-84,2025-04-03 17:46:43,hall_5147_1_1
DGU-IoT,22:3f:1b:59:2e:7f,-85,2025-04-03 17:46:43,hall_5147_1_1
,2e:3f:1b:59:2e:60,-64,2025-04-03 17:46:43,hall_5147_1_1
DGU-WIFI,26:3f:1b:59:2e:60,-64,2025-04-03 17:46:43,hall_5147_1_1
eduroam,36:3f:1b:59:2e:7f,-85,2025-04-03 17:46:43,hall_5147_1_1
eduroam,36:3f:1b:59:2d:a4,-80,2025-04-03 17:46:43,hall_5147_1_1
plrwap,78:db:2f:0f:ee:04,-69,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:1b:59:2e:60,-65,2025-04-03 17:46:43,hall_5147_1_1
eduroam,36:3f:1b:59:2e:74,-64,2025-04-03 17:46:43,hall_5147_1_1
DGU-IoT,22:3f:1b:e2:63:60,-67,2025-04-03 17:46:43,hall_5147_1_1
DGU-IoT,22:3f:1b:e2:63:fb,-48,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:0b:59:2e:74,-61,2025-04-03 17:46:43,hall_5147_1_1
,16:11:32:7c:45:c9,-86,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:1b:e2:67:10,-70,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:0b:e2:63:60,-58,2025-04-03 17:46:43,hall_5147_1_1
,12:3f:1b:59:2e:7f,-84,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:1b:e2:65:79,-83,2025-04-03 17:46:43,hall_5147_1_1
,7a:de:4b:62:c7:ec,-92,2025-04-03 17:46:43,hall_5147_1_1
SmartClass-IoT,22:3f:1b:f3:73:d7,-86,2025-04-03 17:46:43,hall_5147_1_1
DGU-IoT,22:3f:1b:59:2e:74,-64,2025-04-03 17:46:43,hall_5147_1_1
iptime5130_5G,58:86:94:ae:06:df,-68,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:0b:e2:63:fb,-44,2025-04-03 17:46:43,hall_5147_1_1
DGU-WIFI,26:3f:1b:e2:65:79,-84,2025-04-03 17:46:43,hall_5147_1_1
DGU-WIFI,26:3f:1b:59:2e:7f,-84,2025-04-03 17:46:43,hall_5147_1_1
DGU-WIFI,26:3f:1b:59:2d:a4,-79,2025-04-03 17:46:43,hall_5147_1_1
eduroam,36:3f:1b:59:2e:60,-64,2025-04-03 17:46:43,hall_5147_1_1
,12:3f:1b:59:2d:a4,-79,2025-04-03 17:46:43,hall_5147_1_1
DGU-WIFI,26:3f:1b:e2:67:10,-71,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:1b:59:2d:a4,-80,2025-04-03 17:46:43,hall_5147_1_1
6130_5G-2,70:5d:cc:83:6b:0e,-89,2025-04-03 17:46:43,hall_5147_1_1
solfamily_sin_5F,68:27:19:3d:b8:2d,-65,2025-04-03 17:46:43,hall_5147_1_1
DGU-WIFI,26:3f:0b:59:2e:74,-61,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:1b:e2:63:fb,-48,2025-04-03 17:46:43,hall_5147_1_1
eduroam,36:3f:1b:e2:63:60,-67,2025-04-03 17:46:43,hall_5147_1_1
DGU-IoT,22:3f:1b:59:2e:60,-64,2025-04-03 17:46:43,hall_5147_1_1
eduroam,36:3f:1b:e2:63:fb,-48,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:1b:59:2e:7f,-84,2025-04-03 17:46:43,hall_5147_1_1
SmartClass-IoT,f6:9e:28:74:f8:92,-76,2025-04-03 17:46:43,hall_5147_1_1
DIRECT-gCM288x Series,32:cd:a7:32:0e:12,-54,2025-04-03 17:46:43,hall_5147_1_1
DGU-GUEST,2a:3f:1b:e2:63:60,-67,2025-04-03 17:46:43,hall_5147_1_1
DGU-IoT,ea:55:b8:6e:53:4a,-83,2025-04-03 17:46:43,hall_5147_1_1
DGU-WIFI,ee:55:b8:6e:53:4a,-82,2025-04-03 17:46:43,hall_5147_1_1
plrwap,78:db:2f:0f:ed:8e,-72,2025-04-03 17:46:43,hall_5147_1_1
SmartClass-IoT,f6:9e:38:74:f8:92,-80,2025-04-03 17:46:43,hall_5147_1_1
eduroam,36:3f:0b:e2:63:fb,-44,2025-04-03 17:46:43,hall_5147_1_1
